week_start,brand_id,brand_name,market_id,market_name,channel_id,channel_name,orders_proxy,menu_units,net_sales,avg_check,avg_realized_price,contribution_margin,contribution_margin_pct,promo_mix_pct,value_mix_pct,premium_mix_pct,digital_mix_pct
2025-01-06,qsr,QSR,denver_co,Denver,carryout,Carryout,419,566,7692.85,18.35,13.59,4256.2,0.5533,0.0,13.69,44.49,0.0
2025-01-06,qsr,QSR,denver_co,Denver,delivery,Delivery,663,1015,14727.95,22.21,14.51,5353.87,0.3635,0.0,13.61,44.3,100.0
2025-01-06,qsr,QSR,denver_co,Denver,dine_in,Dine-In,118,192,2574.2,21.77,13.41,1453.47,0.5646,0.0,14.43,43.29,0.0
2025-01-06,qsr,QSR,denver_co,Denver,pickup_app,Pickup / App,257,363,4786.94,18.63,13.19,2627.45,0.5489,0.0,13.99,42.95,100.0
2025-01-06,qsr,QSR,los_angeles_ca,Los Angeles,carryout,Carryout,404,543,8093.07,20.02,14.9,4485.93,0.5543,0.0,14.35,43.56,0.0
2025-01-06,qsr,QSR,los_angeles_ca,Los Angeles,delivery,Delivery,613,958,14985.02,24.46,15.64,5473.49,0.3653,0.0,15.41,41.27,100.0
2025-01-06,qsr,QSR,los_angeles_ca,Los Angeles,dine_in,Dine-In,111,178,2641.46,23.79,14.84,1493.12,0.5653,0.0,14.99,43.15,0.0
2025-01-06,qsr,QSR,los_angeles_ca,Los Angeles,pickup_app,Pickup / App,241,336,4926.14,20.42,14.66,2700.65,0.5482,0.0,14.59,43.03,100.0
2025-01-06,qsr,QSR,miami_fl,Miami,carryout,Carryout,260,363,4843.66,18.65,13.34,2689.1,0.5552,0.0,14.77,41.37,0.0
2025-01-06,qsr,QSR,miami_fl,Miami,delivery,Delivery,424,656,9391.6,22.13,14.32,3419.78,0.3641,0.0,15.27,42.75,100.0
2025-01-06,qsr,QSR,miami_fl,Miami,dine_in,Dine-In,82,133,1791.33,21.78,13.47,1012.81,0.5654,0.0,14.4,43.36,0.0
2025-01-06,qsr,QSR,miami_fl,Miami,pickup_app,Pickup / App,161,237,3111.64,19.39,13.13,1708.86,0.5492,0.0,15.79,41.49,100.0
2025-01-06,qsr,QSR,minneapolis_mn,Minneapolis,carryout,Carryout,406,565,7387.64,18.2,13.08,4081.38,0.5525,0.0,12.81,45.27,0.0
2025-01-06,qsr,QSR,minneapolis_mn,Minneapolis,delivery,Delivery,649,999,13744.4,21.19,13.76,4996.7,0.3635,0.0,14.36,44.2,100.0
2025-01-06,qsr,QSR,minneapolis_mn,Minneapolis,dine_in,Dine-In,120,189,2472.84,20.67,13.08,1394.34,0.5639,0.0,12.47,45.42,0.0
2025-01-06,qsr,QSR,minneapolis_mn,Minneapolis,pickup_app,Pickup / App,263,370,4726.09,17.95,12.77,2586.28,0.5472,0.0,13.14,44.3,100.0
2025-01-06,qsr,QSR,nashville_tn,Nashville,carryout,Carryout,386,514,6539.39,16.96,12.72,3606.75,0.5515,0.0,12.5,46.57,0.0
2025-01-06,qsr,QSR,nashville_tn,Nashville,delivery,Delivery,605,930,12693.33,20.99,13.65,4587.25,0.3614,0.0,12.38,46.05,100.0
2025-01-06,qsr,QSR,nashville_tn,Nashville,dine_in,Dine-In,110,179,2266.59,20.51,12.66,1276.0,0.563,0.0,13.06,45.92,0.0
2025-01-06,qsr,QSR,nashville_tn,Nashville,pickup_app,Pickup / App,236,333,4152.13,17.6,12.47,2267.64,0.5461,0.0,12.84,46.68,100.0
2025-01-06,qsr,QSR,new_york_ny,New York City,carryout,Carryout,371,508,7787.24,20.99,15.33,4317.86,0.5545,0.0,14.41,41.65,0.0
2025-01-06,qsr,QSR,new_york_ny,New York City,delivery,Delivery,598,900,14471.78,24.21,16.08,5287.42,0.3654,0.0,15.67,39.99,100.0
2025-01-06,qsr,QSR,new_york_ny,New York City,dine_in,Dine-In,107,174,2604.18,24.36,14.97,1477.76,0.5675,0.0,16.46,40.81,0.0
2025-01-06,qsr,QSR,new_york_ny,New York City,pickup_app,Pickup / App,228,323,4802.4,21.05,14.87,2637.45,0.5492,0.0,16.23,40.99,100.0
2025-01-06,qsr,QSR,phoenix_az,Phoenix,carryout,Carryout,379,529,6760.09,17.84,12.78,3741.78,0.5535,0.0,13.45,43.67,0.0
2025-01-06,qsr,QSR,phoenix_az,Phoenix,delivery,Delivery,586,898,12500.94,21.33,13.92,4527.57,0.3622,0.0,13.2,47.0,100.0
2025-01-06,qsr,QSR,phoenix_az,Phoenix,dine_in,Dine-In,108,173,2220.01,20.61,12.83,1253.59,0.5647,0.0,13.45,45.09,0.0
2025-01-06,qsr,QSR,phoenix_az,Phoenix,pickup_app,Pickup / App,219,323,4136.04,18.89,12.81,2258.05,0.5459,0.0,13.03,46.21,100.0
2025-01-06,qsr,QSR,seattle_wa,Seattle,carryout,Carryout,329,457,6524.32,19.81,14.28,3612.07,0.5536,0.0,15.4,42.76,0.0
2025-01-06,qsr,QSR,seattle_wa,Seattle,delivery,Delivery,516,787,12080.0,23.39,15.35,4400.21,0.3643,0.0,14.49,42.63,100.0
2025-01-06,qsr,QSR,seattle_wa,Seattle,dine_in,Dine-In,94,155,2204.57,23.52,14.22,1249.03,0.5666,0.0,14.73,41.79,0.0
2025-01-06,qsr,QSR,seattle_wa,Seattle,pickup_app,Pickup / App,198,289,4048.84,20.45,14.01,2224.45,0.5494,0.0,14.81,42.19,100.0
2025-01-13,qsr,QSR,atlanta_ga,Atlanta,carryout,Carryout,371,518,5897.5,15.88,11.39,3262.1,0.5531,9.61,14.44,44.95,0.0
2025-01-13,qsr,QSR,atlanta_ga,Atlanta,delivery,Delivery,571,875,10744.34,18.83,12.28,3895.34,0.3625,9.6,14.55,45.73,100.0
2025-01-13,qsr,QSR,atlanta_ga,Atlanta,dine_in,Dine-In,96,151,1939.21,20.26,12.84,1094.97,0.5646,0.0,11.89,44.45,0.0
2025-01-13,qsr,QSR,atlanta_ga,Atlanta,pickup_app,Pickup / App,214,315,3584.55,16.78,11.38,1957.76,0.5462,9.58,13.48,45.21,100.0
2025-01-13,qsr,QSR,charlotte_nc,Charlotte,carryout,Carryout,387,534,6095.77,15.75,11.42,3367.63,0.5525,9.62,14.65,45.28,0.0
2025-01-13,qsr,QSR,charlotte_nc,Charlotte,delivery,Delivery,591,923,11278.47,19.07,12.22,4096.49,0.3632,9.59,14.07,45.32,100.0
2025-01-13,qsr,QSR,charlotte_nc,Charlotte,dine_in,Dine-In,95,158,1995.71,20.92,12.63,1129.07,0.5657,0.0,13.05,44.16,0.0
2025-01-13,qsr,QSR,charlotte_nc,Charlotte,pickup_app,Pickup / App,231,334,3765.03,16.3,11.27,2057.9,0.5466,9.59,14.61,45.46,100.0
2025-01-13,qsr,QSR,chicago_il,Chicago,carryout,Carryout,349,485,5772.4,16.52,11.9,3196.12,0.5537,9.59,15.46,42.25,0.0
2025-01-13,qsr,QSR,chicago_il,Chicago,delivery,Delivery,535,820,10415.48,19.47,12.7,3795.69,0.3644,9.55,14.92,43.34,100.0
2025-01-13,qsr,QSR,chicago_il,Chicago,dine_in,Dine-In,88,144,1917.83,21.78,13.32,1085.01,0.5657,0.0,13.49,43.11,0.0
2025-01-13,qsr,QSR,chicago_il,Chicago,pickup_app,Pickup / App,216,309,3596.39,16.65,11.64,1975.77,0.5494,9.57,15.09,42.35,100.0
2025-01-13,qsr,QSR,dallas_tx,Dallas-Fort Worth,carryout,Carryout,451,609,7215.78,16.01,11.85,3974.49,0.5508,9.57,13.11,46.67,0.0
2025-01-13,qsr,QSR,dallas_tx,Dallas-Fort Worth,delivery,Delivery,680,1044,13103.05,19.27,12.55,4752.64,0.3627,9.6,13.05,45.36,100.0
2025-01-13,qsr,QSR,dallas_tx,Dallas-Fort Worth,dine_in,Dine-In,106,175,2268.79,21.38,12.96,1279.52,0.564,0.0,12.76,45.29,0.0
2025-01-13,qsr,QSR,dallas_tx,Dallas-Fort Worth,pickup_app,Pickup / App,262,376,4349.56,16.59,11.57,2377.6,0.5466,9.6,12.91,46.13,100.0
2025-01-13,qsr,QSR,denver_co,Denver,carryout,Carryout,495,664,7968.83,16.09,12.0,4417.1,0.5543,9.57,15.12,43.13,0.0
2025-01-13,qsr,QSR,denver_co,Denver,delivery,Delivery,732,1135,14761.58,20.18,13.01,5354.63,0.3627,9.59,15.2,44.58,100.0
2025-01-13,qsr,QSR,denver_co,Denver,dine_in,Dine-In,117,193,2589.79,22.22,13.42,1463.21,0.565,0.0,14.34,43.03,0.0
2025-01-13,qsr,QSR,denver_co,Denver,pickup_app,Pickup / App,291,410,4917.21,16.88,11.99,2693.83,0.5478,9.59,14.3,44.24,100.0
2025-01-13,qsr,QSR,los_angeles_ca,Los Angeles,carryout,Carryout,470,642,8503.6,18.09,13.25,4718.61,0.5549,9.6,15.65,41.85,0.0
2025-01-13,qsr,QSR,los_angeles_ca,Los Angeles,delivery,Delivery,694,1062,15021.4,21.65,14.14,5481.42,0.3649,9.59,15.96,41.91,100.0
2025-01-13,qsr,QSR,los_angeles_ca,Los Angeles,dine_in,Dine-In,113,180,2681.92,23.83,14.9,1516.69,0.5655,0.0,14.17,42.2,0.0
2025-01-13,qsr,QSR,los_angeles_ca,Los Angeles,pickup_app,Pickup / App,270,393,5164.14,19.11,13.14,2835.39,0.5491,9.54,14.92,42.32,100.0
2025-01-13,qsr,QSR,miami_fl,Miami,carryout,Carryout,311,415,4938.72,15.89,11.9,2740.75,0.555,9.53,15.73,40.53,0.0
2025-01-13,qsr,QSR,miami_fl,Miami,delivery,Delivery,478,718,9189.86,19.22,12.8,3356.24,0.3652,9.56,15.45,42.01,100.0
2025-01-13,qsr,QSR,miami_fl,Miami,dine_in,Dine-In,81,135,1815.25,22.35,13.45,1026.6,0.5655,0.0,14.6,42.79,0.0
2025-01-13,qsr,QSR,miami_fl,Miami,pickup_app,Pickup / App,181,262,3079.07,17.02,11.75,1692.78,0.5498,9.57,15.59,41.64,100.0
2025-01-13,qsr,QSR,minneapolis_mn,Minneapolis,carryout,Carryout,492,676,7804.04,15.88,11.54,4316.93,0.5532,9.59,14.73,43.39,0.0
2025-01-13,qsr,QSR,minneapolis_mn,Minneapolis,delivery,Delivery,752,1162,14536.46,19.32,12.51,5270.21,0.3626,9.59,14.35,44.91,100.0
2025-01-13,qsr,QSR,minneapolis_mn,Minneapolis,dine_in,Dine-In,120,190,2470.45,20.57,13.0,1394.41,0.5644,0.0,13.03,45.34,0.0
2025-01-13,qsr,QSR,minneapolis_mn,Minneapolis,pickup_app,Pickup / App,292,411,4685.66,16.02,11.4,2562.91,0.547,9.58,15.01,44.69,100.0
2025-01-13,qsr,QSR,nashville_tn,Nashville,carryout,Carryout,442,615,6876.55,15.57,11.18,3800.48,0.5527,9.6,14.32,44.06,0.0
2025-01-13,qsr,QSR,nashville_tn,Nashville,delivery,Delivery,681,1040,12506.6,18.37,12.03,4544.56,0.3634,9.6,14.04,45.71,100.0
2025-01-13,qsr,QSR,nashville_tn,Nashville,dine_in,Dine-In,108,171,2142.13,19.87,12.53,1208.58,0.5642,0.0,12.86,45.48,0.0
2025-01-13,qsr,QSR,nashville_tn,Nashville,pickup_app,Pickup / App,275,389,4297.45,15.63,11.05,2354.38,0.5479,9.61,14.01,45.19,100.0
2025-01-13,qsr,QSR,new_york_ny,New York City,carryout,Carryout,452,624,8325.95,18.42,13.34,4630.12,0.5561,9.58,17.33,38.78,0.0
2025-01-13,qsr,QSR,new_york_ny,New York City,delivery,Delivery,642,1002,14558.05,22.67,14.53,5315.43,0.3651,9.53,15.66,40.77,100.0
2025-01-13,qsr,QSR,new_york_ny,New York City,dine_in,Dine-In,111,175,2618.93,23.59,14.97,1485.17,0.5671,0.0,15.58,39.67,0.0
2025-01-13,qsr,QSR,new_york_ny,New York City,pickup_app,Pickup / App,263,374,4888.05,18.58,13.07,2695.18,0.5514,9.59,17.76,38.94,100.0
2025-01-13,qsr,QSR,phoenix_az,Phoenix,carryout,Carryout,434,594,6832.0,15.74,11.5,3782.59,0.5537,9.56,13.91,44.82,0.0
2025-01-13,qsr,QSR,phoenix_az,Phoenix,delivery,Delivery,646,979,12146.01,18.8,12.41,4407.87,0.3629,9.57,13.65,44.67,100.0
2025-01-13,qsr,QSR,phoenix_az,Phoenix,dine_in,Dine-In,106,171,2192.3,20.71,12.82,1237.54,0.5645,0.0,13.32,43.74,0.0
2025-01-13,qsr,QSR,phoenix_az,Phoenix,pickup_app,Pickup / App,271,378,4308.25,15.92,11.4,2357.44,0.5472,9.57,13.69,44.41,100.0
2025-01-13,qsr,QSR,seattle_wa,Seattle,carryout,Carryout,378,522,6682.61,17.66,12.8,3710.98,0.5553,9.55,15.04,41.08,0.0
2025-01-13,qsr,QSR,seattle_wa,Seattle,delivery,Delivery,586,901,12335.66,21.06,13.69,4504.4,0.3652,9.55,15.05,40.85,100.0
2025-01-13,qsr,QSR,seattle_wa,Seattle,dine_in,Dine-In,97,155,2210.5,22.81,14.26,1253.78,0.5672,0.0,14.23,42.7,0.0
2025-01-13,qsr,QSR,seattle_wa,Seattle,pickup_app,Pickup / App,227,321,4079.79,17.97,12.71,2238.28,0.5486,9.56,15.38,43.57,100.0
2025-01-20,qsr,QSR,atlanta_ga,Atlanta,carryout,Carryout,330,451,5877.49,17.83,13.03,3237.22,0.5508,0.0,12.77,47.2,0.0
2025-01-20,qsr,QSR,atlanta_ga,Atlanta,delivery,Delivery,506,762,10424.36,20.62,13.68,3783.37,0.3629,0.0,13.15,45.75,100.0
2025-01-20,qsr,QSR,atlanta_ga,Atlanta,dine_in,Dine-In,95,156,2003.97,21.12,12.85,1130.71,0.5642,0.0,12.22,46.25,0.0
2025-01-20,qsr,QSR,atlanta_ga,Atlanta,pickup_app,Pickup / App,187,276,3494.45,18.64,12.66,1910.86,0.5468,0.0,12.78,44.8,100.0
2025-01-20,qsr,QSR,charlotte_nc,Charlotte,carryout,Carryout,334,462,5914.11,17.72,12.8,3268.74,0.5527,0.0,12.69,45.23,0.0
2025-01-20,qsr,QSR,charlotte_nc,Charlotte,delivery,Delivery,516,806,11157.73,21.61,13.84,4035.83,0.3617,0.0,12.65,47.26,100.0
2025-01-20,qsr,QSR,charlotte_nc,Charlotte,dine_in,Dine-In,96,156,1989.72,20.79,12.75,1124.63,0.5652,0.0,12.25,44.64,0.0
2025-01-20,qsr,QSR,charlotte_nc,Charlotte,pickup_app,Pickup / App,204,292,3710.82,18.17,12.71,2027.41,0.5464,0.0,12.21,46.05,100.0
2025-01-20,qsr,QSR,chicago_il,Chicago,carryout,Carryout,314,419,5605.12,17.84,13.38,3100.68,0.5532,0.0,13.69,42.85,0.0
2025-01-20,qsr,QSR,chicago_il,Chicago,delivery,Delivery,489,732,10371.55,21.21,14.17,3776.78,0.3641,0.0,14.25,43.33,100.0
2025-01-20,qsr,QSR,chicago_il,Chicago,dine_in,Dine-In,90,142,1911.89,21.34,13.46,1079.26,0.5645,0.0,13.17,44.32,0.0
2025-01-20,qsr,QSR,chicago_il,Chicago,pickup_app,Pickup / App,183,265,3470.59,18.92,13.1,1901.59,0.5479,0.0,14.53,43.77,100.0
2025-01-20,qsr,QSR,dallas_tx,Dallas-Fort Worth,carryout,Carryout,383,527,6972.01,18.22,13.23,3842.23,0.5511,0.0,12.18,47.53,0.0
2025-01-20,qsr,QSR,dallas_tx,Dallas-Fort Worth,delivery,Delivery,602,916,13008.9,21.6,14.2,4702.8,0.3615,0.0,11.44,47.92,100.0
2025-01-20,qsr,QSR,dallas_tx,Dallas-Fort Worth,dine_in,Dine-In,106,176,2275.15,21.4,12.93,1283.3,0.5641,0.0,13.07,46.2,0.0
2025-01-20,qsr,QSR,dallas_tx,Dallas-Fort Worth,pickup_app,Pickup / App,229,332,4216.26,18.38,12.7,2307.06,0.5472,0.0,13.22,45.27,100.0
2025-01-20,qsr,QSR,denver_co,Denver,carryout,Carryout,434,584,7815.8,18.0,13.38,4330.47,0.5541,0.0,14.27,42.93,0.0
2025-01-20,qsr,QSR,denver_co,Denver,delivery,Delivery,642,1000,14586.57,22.72,14.59,5295.6,0.363,0.0,13.61,44.46,100.0
2025-01-20,qsr,QSR,denver_co,Denver,dine_in,Dine-In,118,191,2599.69,22.1,13.61,1466.17,0.564,0.0,13.97,45.27,0.0
2025-01-20,qsr,QSR,denver_co,Denver,pickup_app,Pickup / App,254,361,4772.21,18.82,13.22,2619.59,0.5489,0.0,13.57,42.81,100.0
2025-01-20,qsr,QSR,los_angeles_ca,Los Angeles,carryout,Carryout,394,532,7870.22,20.0,14.79,4366.42,0.5548,0.0,14.81,41.52,0.0
2025-01-20,qsr,QSR,los_angeles_ca,Los Angeles,delivery,Delivery,627,967,15355.68,24.5,15.88,5596.96,0.3645,0.0,14.87,42.97,100.0
2025-01-20,qsr,QSR,los_angeles_ca,Los Angeles,dine_in,Dine-In,108,177,2630.33,24.42,14.86,1489.63,0.5663,0.0,13.75,42.14,0.0
2025-01-20,qsr,QSR,los_angeles_ca,Los Angeles,pickup_app,Pickup / App,246,344,5007.64,20.33,14.56,2749.74,0.5491,0.0,14.98,41.72,100.0
2025-01-20,qsr,QSR,miami_fl,Miami,carryout,Carryout,275,373,4995.61,18.2,13.39,2769.32,0.5544,0.0,14.99,41.52,0.0
2025-01-20,qsr,QSR,miami_fl,Miami,delivery,Delivery,416,656,9284.62,22.34,14.15,3391.72,0.3653,0.0,15.42,40.69,100.0
2025-01-20,qsr,QSR,miami_fl,Miami,dine_in,Dine-In,84,133,1800.99,21.45,13.54,1017.87,0.5652,0.0,13.93,43.13,0.0
2025-01-20,qsr,QSR,miami_fl,Miami,pickup_app,Pickup / App,161,228,3001.51,18.61,13.16,1649.76,0.5496,0.0,14.53,42.08,100.0
2025-01-20,qsr,QSR,minneapolis_mn,Minneapolis,carryout,Carryout,419,575,7411.54,17.67,12.89,4104.66,0.5538,0.0,13.32,43.29,0.0
2025-01-20,qsr,QSR,minneapolis_mn,Minneapolis,delivery,Delivery,651,1006,13954.38,21.43,13.87,5065.37,0.363,0.0,13.88,44.26,100.0
2025-01-20,qsr,QSR,minneapolis_mn,Minneapolis,dine_in,Dine-In,119,195,2528.62,21.2,12.97,1428.26,0.5648,0.0,13.31,45.08,0.0
2025-01-20,qsr,QSR,minneapolis_mn,Minneapolis,pickup_app,Pickup / App,249,356,4600.91,18.47,12.92,2514.35,0.5465,0.0,13.11,45.99,100.0
2025-01-20,qsr,QSR,nashville_tn,Nashville,carryout,Carryout,396,534,6668.83,16.83,12.49,3687.65,0.553,0.0,13.02,45.78,0.0
2025-01-20,qsr,QSR,nashville_tn,Nashville,delivery,Delivery,572,900,12245.48,21.42,13.61,4433.74,0.3621,0.0,12.47,47.08,100.0
2025-01-20,qsr,QSR,nashville_tn,Nashville,dine_in,Dine-In,108,178,2233.75,20.68,12.55,1260.49,0.5643,0.0,12.33,45.61,0.0
2025-01-20,qsr,QSR,nashville_tn,Nashville,pickup_app,Pickup / App,233,342,4256.95,18.28,12.45,2325.15,0.5462,0.0,12.93,46.32,100.0
2025-01-20,qsr,QSR,new_york_ny,New York City,carryout,Carryout,374,521,7816.51,20.9,15.0,4344.32,0.5558,0.0,16.29,40.18,0.0
2025-01-20,qsr,QSR,new_york_ny,New York City,delivery,Delivery,605,922,14806.52,24.46,16.06,5413.23,0.3656,0.0,16.05,39.84,100.0
2025-01-20,qsr,QSR,new_york_ny,New York City,dine_in,Dine-In,107,174,2637.78,24.67,15.16,1493.2,0.5661,0.0,15.89,41.34,0.0
2025-01-20,qsr,QSR,new_york_ny,New York City,pickup_app,Pickup / App,229,327,4874.58,21.29,14.91,2678.38,0.5495,0.0,15.22,41.49,100.0
2025-01-20,qsr,QSR,phoenix_az,Phoenix,carryout,Carryout,382,524,6769.76,17.71,12.92,3739.23,0.5523,0.0,13.22,45.43,0.0
2025-01-20,qsr,QSR,phoenix_az,Phoenix,delivery,Delivery,601,913,12595.03,20.95,13.8,4569.01,0.3628,0.0,13.46,45.39,100.0
2025-01-20,qsr,QSR,phoenix_az,Phoenix,dine_in,Dine-In,110,173,2221.48,20.2,12.84,1254.97,0.5649,0.0,12.74,44.18,0.0
2025-01-20,qsr,QSR,phoenix_az,Phoenix,pickup_app,Pickup / App,235,330,4174.26,17.78,12.65,2282.93,0.5469,0.0,13.54,44.8,100.0
2025-01-20,qsr,QSR,seattle_wa,Seattle,carryout,Carryout,328,442,6303.86,19.24,14.26,3496.81,0.5547,0.0,14.5,42.06,0.0
2025-01-20,qsr,QSR,seattle_wa,Seattle,delivery,Delivery,506,794,12105.11,23.93,15.25,4418.79,0.365,0.0,14.9,41.62,100.0
2025-01-20,qsr,QSR,seattle_wa,Seattle,dine_in,Dine-In,96,155,2198.74,22.92,14.19,1246.42,0.5669,0.0,15.12,41.91,0.0
2025-01-20,qsr,QSR,seattle_wa,Seattle,pickup_app,Pickup / App,202,283,4011.15,19.82,14.17,2200.06,0.5485,0.0,14.91,43.05,100.0
2025-01-27,qsr,QSR,atlanta_ga,Atlanta,carryout,Carryout,322,438,5640.46,17.54,12.88,3113.28,0.552,0.0,13.03,46.03,0.0
2025-01-27,qsr,QSR,atlanta_ga,Atlanta,delivery,Delivery,499,768,10559.48,21.16,13.75,3825.91,0.3623,0.0,13.19,45.86,100.0
2025-01-27,qsr,QSR,atlanta_ga,Atlanta,dine_in,Dine-In,91,150,1910.6,20.95,12.74,1078.96,0.5647,0.0,12.88,43.95,0.0
2025-01-27,qsr,QSR,atlanta_ga,Atlanta,pickup_app,Pickup / App,192,282,3550.29,18.49,12.59,1941.73,0.5469,0.0,12.79,44.71,100.0
2025-01-27,qsr,QSR,charlotte_nc,Charlotte,carryout,Carryout,344,464,5967.52,17.32,12.86,3295.64,0.5523,0.0,12.81,46.37,0.0
2025-01-27,qsr,QSR,charlotte_nc,Charlotte,delivery,Delivery,550,827,11316.73,20.59,13.68,4104.13,0.3627,0.0,12.91,44.62,100.0
2025-01-27,qsr,QSR,charlotte_nc,Charlotte,dine_in,Dine-In,99,160,2026.06,20.5,12.66,1146.34,0.5658,0.0,12.41,44.46,0.0
2025-01-27,qsr,QSR,charlotte_nc,Charlotte,pickup_app,Pickup / App,199,292,3688.73,18.49,12.63,2015.41,0.5464,0.0,13.84,46.66,100.0
2025-01-27,qsr,QSR,chicago_il,Chicago,carryout,Carryout,315,417,5556.42,17.64,13.32,3077.82,0.5539,0.0,13.96,43.32,0.0
2025-01-27,qsr,QSR,chicago_il,Chicago,delivery,Delivery,468,735,10425.48,22.29,14.18,3799.19,0.3644,0.0,14.47,44.02,100.0
2025-01-27,qsr,QSR,chicago_il,Chicago,dine_in,Dine-In,88,144,1908.56,21.68,13.25,1080.88,0.5663,0.0,13.56,43.16,0.0
2025-01-27,qsr,QSR,chicago_il,Chicago,pickup_app,Pickup / App,179,264,3467.57,19.36,13.13,1900.52,0.5481,0.0,14.74,43.72,100.0
2025-01-27,qsr,QSR,dallas_tx,Dallas-Fort Worth,carryout,Carryout,399,535,7049.06,17.66,13.18,3884.3,0.551,0.0,12.2,47.39,0.0
2025-01-27,qsr,QSR,dallas_tx,Dallas-Fort Worth,delivery,Delivery,606,925,12983.55,21.43,14.04,4698.88,0.3619,0.0,12.42,46.57,100.0
2025-01-27,qsr,QSR,dallas_tx,Dallas-Fort Worth,dine_in,Dine-In,111,178,2327.27,21.06,13.07,1312.42,0.5639,0.0,12.16,46.68,0.0
2025-01-27,qsr,QSR,dallas_tx,Dallas-Fort Worth,pickup_app,Pickup / App,237,336,4362.06,18.43,12.98,2379.55,0.5455,0.0,12.18,47.0,100.0
2025-01-27,qsr,QSR,denver_co,Denver,carryout,Carryout,410,572,7740.74,18.89,13.53,4281.97,0.5532,0.0,14.09,43.92,0.0
2025-01-27,qsr,QSR,denver_co,Denver,delivery,Delivery,681,1020,14500.11,21.31,14.22,5287.61,0.3647,0.0,14.59,41.81,100.0
2025-01-27,qsr,QSR,denver_co,Denver,dine_in,Dine-In,118,194,2589.57,22.0,13.35,1464.45,0.5655,0.0,14.29,43.03,0.0
2025-01-27,qsr,QSR,denver_co,Denver,pickup_app,Pickup / App,244,360,4764.55,19.54,13.23,2610.09,0.5478,0.0,14.15,43.67,100.0
2025-01-27,qsr,QSR,los_angeles_ca,Los Angeles,carryout,Carryout,406,555,8163.36,20.09,14.71,4532.91,0.5553,0.0,15.1,41.58,0.0
2025-01-27,qsr,QSR,los_angeles_ca,Los Angeles,delivery,Delivery,613,942,14994.48,24.45,15.92,5454.94,0.3638,0.0,14.6,42.66,100.0
2025-01-27,qsr,QSR,los_angeles_ca,Los Angeles,dine_in,Dine-In,110,181,2716.71,24.77,15.01,1533.61,0.5645,0.0,13.65,42.81,0.0
2025-01-27,qsr,QSR,los_angeles_ca,Los Angeles,pickup_app,Pickup / App,235,344,5004.66,21.31,14.55,2748.76,0.5492,0.0,15.09,42.4,100.0
