week_start,year_week,brand_id,market_id,store_id,channel,channel_name,price_zone,income_band_proxy,digital_flag,avg_items_per_check_proxy,transaction_count_proxy,avg_check_proxy,menu_units,net_sales,contribution_margin,contribution_margin_pct,avg_net_price,promo_mix_pct,value_mix_pct,premium_mix_pct,unique_items_sold,seasonal_factor,macro_factor,holiday_bump
2025-01-06,2025-01-06,tacobell,phoenix_az,tacobell_phoenix_az,dine_in,Dine-In,modeled,mixed,false,2.1,117,8.83,249,1033.49,627.49,0.6072,4.15,0.0,37.84,28.98,,1,1,0
2025-01-06,2025-01-06,tacobell,phoenix_az,tacobell_phoenix_az,drive_thru,Drive-Thru,modeled,mixed,false,2.8,409,11.87,1183,4851.77,2883.75,0.5944,4.1,0.0,39.21,29.29,,1,1,0
2025-01-06,2025-01-06,tacobell,phoenix_az,tacobell_phoenix_az,pickup_app,Pickup / App,modeled,mixed,true,2.7,195,10.87,524,2124.07,1249.99,0.5885,4.05,0.0,38.39,30.01,,1,1,0
2025-01-06,2025-01-06,tacobell,seattle_wa,tacobell_seattle_wa,carryout,Carryout,modeled,mixed,false,2.3,126,10.68,285,1343.32,801.09,0.5964,4.71,0.0,36.84,30.61,,1,1,0
2025-01-06,2025-01-06,tacobell,seattle_wa,tacobell_seattle_wa,delivery,Delivery,modeled,mixed,true,3.0,136,14.93,401,2032.6,879.43,0.4327,5.07,0.0,36.35,29.44,,1,1,0
2025-01-06,2025-01-06,tacobell,seattle_wa,tacobell_seattle_wa,dine_in,Dine-In,modeled,mixed,false,2.1,141,10.31,305,1454.82,882.44,0.6066,4.77,0.0,36.6,30.34,,1,1,0
2025-01-06,2025-01-06,tacobell,seattle_wa,tacobell_seattle_wa,drive_thru,Drive-Thru,modeled,mixed,false,2.8,531,13.34,1496,7092.49,4218.71,0.5948,4.74,0.0,38.48,29.5,,1,1,0
2025-01-06,2025-01-06,tacobell,seattle_wa,tacobell_seattle_wa,pickup_app,Pickup / App,modeled,mixed,true,2.7,236,12.62,635,2984.43,1754.59,0.5879,4.7,0.0,37.1,30.49,,1,1,0
2025-01-13,2025-01-13,tacobell,atlanta_ga,tacobell_atlanta_ga,carryout,Carryout,modeled,mixed,false,2.3,107,9.34,246,995.14,592.27,0.5952,4.05,0.0,38.32,29.46,,1,1,0
2025-01-13,2025-01-13,tacobell,atlanta_ga,tacobell_atlanta_ga,delivery,Delivery,modeled,mixed,true,3.0,119,13.13,354,1563.18,669.4,0.4282,4.42,0.0,39.04,30.68,,1,1,0
2025-01-13,2025-01-13,tacobell,atlanta_ga,tacobell_atlanta_ga,dine_in,Dine-In,modeled,mixed,false,2.1,125,8.87,271,1103.93,668.85,0.6059,4.07,0.0,38.57,30.32,,1,1,0
2025-01-13,2025-01-13,tacobell,atlanta_ga,tacobell_atlanta_ga,drive_thru,Drive-Thru,modeled,mixed,false,2.8,459,11.32,1278,5194.32,3100.56,0.5969,4.06,0.0,36.86,30.19,,1,1,0
2025-01-13,2025-01-13,tacobell,atlanta_ga,tacobell_atlanta_ga,pickup_app,Pickup / App,modeled,mixed,true,2.7,202,11.25,562,2273.46,1337.68,0.5884,4.05,0.0,38.13,29.13,,1,1,0
2025-01-13,2025-01-13,tacobell,charlotte_nc,tacobell_charlotte_nc,carryout,Carryout,modeled,mixed,false,2.3,81,9.76,192,792.48,469.57,0.5925,4.13,0.0,39.2,29.46,,1,1,0
2025-01-13,2025-01-13,tacobell,charlotte_nc,tacobell_charlotte_nc,delivery,Delivery,modeled,mixed,true,3.0,87,13.5,270,1172.3,505.59,0.4313,4.34,0.0,38.08,29.38,,1,1,0
2025-01-13,2025-01-13,tacobell,charlotte_nc,tacobell_charlotte_nc,dine_in,Dine-In,modeled,mixed,false,2.1,103,8.52,213,880.5,533.45,0.6058,4.13,0.0,36.48,31.41,,1,1,0
2025-01-13,2025-01-13,tacobell,charlotte_nc,tacobell_charlotte_nc,drive_thru,Drive-Thru,modeled,mixed,false,2.8,340,11.89,971,4043.64,2399.11,0.5933,4.16,0.0,37.4,29.64,,1,1,0
2025-01-13,2025-01-13,tacobell,charlotte_nc,tacobell_charlotte_nc,pickup_app,Pickup / App,modeled,mixed,true,2.7,160,10.9,433,1741.34,1026.6,0.5895,4.02,0.0,37.27,30.81,,1,1,0
2025-01-13,2025-01-13,tacobell,chicago_il,tacobell_chicago_il,carryout,Carryout,modeled,mixed,false,2.3,115,10.03,263,1156.67,688.93,0.5956,4.4,0.0,36.76,29.81,,1,1,0
2025-01-13,2025-01-13,tacobell,chicago_il,tacobell_chicago_il,delivery,Delivery,modeled,mixed,true,3.0,126,14.21,384,1797.35,775.8,0.4316,4.68,0.0,36.89,29.9,,1,1,0
2025-01-13,2025-01-13,tacobell,chicago_il,tacobell_chicago_il,dine_in,Dine-In,modeled,mixed,false,2.1,144,9.15,303,1320.63,802.54,0.6077,4.36,0.0,37.95,28.93,,1,1,0
2025-01-13,2025-01-13,tacobell,chicago_il,tacobell_chicago_il,drive_thru,Drive-Thru,modeled,mixed,false,2.8,511,12.02,1415,6142.36,3657.19,0.5954,4.34,0.0,38.75,29.2,,1,1,0
2025-01-13,2025-01-13,tacobell,chicago_il,tacobell_chicago_il,pickup_app,Pickup / App,modeled,mixed,true,2.7,232,11.62,630,2699.28,1593.28,0.5903,4.28,0.0,37.52,29.35,,1,1,0
2025-01-13,2025-01-13,tacobell,dallas_tx,tacobell_dallas_tx,carryout,Carryout,modeled,mixed,false,2.3,123,9.45,279,1158.47,687.74,0.5937,4.15,0.0,38.55,29.15,,1,1,0
2025-01-13,2025-01-13,tacobell,dallas_tx,tacobell_dallas_tx,delivery,Delivery,modeled,mixed,true,3.0,134,13.02,397,1739.99,750.66,0.4314,4.38,0.0,39.18,28.22,,1,1,0
2025-01-13,2025-01-13,tacobell,dallas_tx,tacobell_dallas_tx,dine_in,Dine-In,modeled,mixed,false,2.1,146,8.5,304,1242.78,756.43,0.6087,4.09,0.0,37.68,29.75,,1,1,0
2025-01-13,2025-01-13,tacobell,dallas_tx,tacobell_dallas_tx,drive_thru,Drive-Thru,modeled,mixed,false,2.8,516,11.73,1464,6051.93,3600.47,0.5949,4.13,0.0,38.3,29.3,,1,1,0
2025-01-13,2025-01-13,tacobell,dallas_tx,tacobell_dallas_tx,pickup_app,Pickup / App,modeled,mixed,true,2.7,235,11.05,635,2594.58,1523.01,0.587,4.09,0.0,38.85,30.13,,1,1,0
2025-01-13,2025-01-13,tacobell,denver_co,tacobell_denver_co,carryout,Carryout,modeled,mixed,false,2.3,116,10.4,274,1202.73,717.55,0.5966,4.39,0.0,37.65,29.46,,1,1,0
2025-01-13,2025-01-13,tacobell,denver_co,tacobell_denver_co,delivery,Delivery,modeled,mixed,true,3.0,133,14.12,403,1871.35,809.33,0.4325,4.64,0.0,38.0,28.82,,1,1,0
2025-01-13,2025-01-13,tacobell,denver_co,tacobell_denver_co,dine_in,Dine-In,modeled,mixed,false,2.1,140,9.65,305,1351.2,820.98,0.6076,4.43,0.0,35.91,30.84,,1,1,0
2025-01-13,2025-01-13,tacobell,denver_co,tacobell_denver_co,drive_thru,Drive-Thru,modeled,mixed,false,2.8,488,12.77,1408,6231.34,3705.71,0.5947,4.43,0.0,37.44,29.86,,1,1,0
2025-01-13,2025-01-13,tacobell,denver_co,tacobell_denver_co,pickup_app,Pickup / App,modeled,mixed,true,2.7,228,12.05,635,2744.05,1624.16,0.5919,4.32,0.0,37.3,28.92,,1,1,0
2025-01-13,2025-01-13,tacobell,los_angeles_ca,tacobell_los_angeles_ca,carryout,Carryout,modeled,mixed,false,2.3,130,11.03,302,1435.53,858.76,0.5982,4.75,0.0,38.92,28.53,,1,1,0
2025-01-13,2025-01-13,tacobell,los_angeles_ca,tacobell_los_angeles_ca,delivery,Delivery,modeled,mixed,true,3.0,138,15.46,413,2128.94,921.68,0.4329,5.15,0.0,37.89,28.9,,1,1,0
2025-01-13,2025-01-13,tacobell,los_angeles_ca,tacobell_los_angeles_ca,dine_in,Dine-In,modeled,mixed,false,2.1,161,9.94,337,1603.44,976.02,0.6087,4.76,0.0,39.21,29.83,,1,1,0
2025-01-13,2025-01-13,tacobell,los_angeles_ca,tacobell_los_angeles_ca,drive_thru,Drive-Thru,modeled,mixed,false,2.8,551,13.73,1570,7571.26,4512.66,0.596,4.82,0.0,39.84,28.57,,1,1,0
2025-01-13,2025-01-13,tacobell,los_angeles_ca,tacobell_los_angeles_ca,pickup_app,Pickup / App,modeled,mixed,true,2.7,258,13.08,716,3376.51,1990.81,0.5896,4.72,0.0,40.71,27.97,,1,1,0
2025-01-13,2025-01-13,tacobell,miami_fl,tacobell_miami_fl,carryout,Carryout,modeled,mixed,false,2.3,110,10.26,262,1134.04,677.45,0.5974,4.33,0.0,38.42,28.72,,1,1,0
2025-01-13,2025-01-13,tacobell,miami_fl,tacobell_miami_fl,delivery,Delivery,modeled,mixed,true,3.0,126,13.91,376,1747.23,757.28,0.4334,4.65,0.0,37.7,28.91,,1,1,0
2025-01-13,2025-01-13,tacobell,miami_fl,tacobell_miami_fl,dine_in,Dine-In,modeled,mixed,false,2.1,134,9.41,291,1264.25,769.54,0.6087,4.34,0.0,39.34,28.73,,1,1,0
2025-01-13,2025-01-13,tacobell,miami_fl,tacobell_miami_fl,drive_thru,Drive-Thru,modeled,mixed,false,2.8,467,12.48,1330,5827.22,3474.35,0.5962,4.38,0.0,38.68,28.86,,1,1,0
2025-01-13,2025-01-13,tacobell,miami_fl,tacobell_miami_fl,pickup_app,Pickup / App,modeled,mixed,true,2.7,230,11.33,610,2600.71,1540.54,0.5924,4.26,0.0,37.72,29.47,,1,1,0
2025-01-13,2025-01-13,tacobell,minneapolis_mn,tacobell_minneapolis_mn,carryout,Carryout,modeled,mixed,false,2.3,112,9.62,256,1078.15,639.71,0.5933,4.21,0.0,37.73,30.48,,1,1,0
2025-01-13,2025-01-13,tacobell,minneapolis_mn,tacobell_minneapolis_mn,delivery,Delivery,modeled,mixed,true,3.0,120,13.73,367,1649.03,710.54,0.4309,4.49,0.0,38.22,28.65,,1,1,0
2025-01-13,2025-01-13,tacobell,minneapolis_mn,tacobell_minneapolis_mn,dine_in,Dine-In,modeled,mixed,false,2.1,130,9.04,278,1175.46,710.12,0.6041,4.23,0.0,38.76,30.46,,1,1,0
2025-01-13,2025-01-13,tacobell,minneapolis_mn,tacobell_minneapolis_mn,drive_thru,Drive-Thru,modeled,mixed,false,2.8,484,11.74,1358,5682.01,3390.69,0.5967,4.18,0.0,36.53,30.03,,1,1,0
2025-01-13,2025-01-13,tacobell,minneapolis_mn,tacobell_minneapolis_mn,pickup_app,Pickup / App,modeled,mixed,true,2.7,221,11.18,591,2475.63,1461.48,0.5903,4.19,0.0,35.71,29.95,,1,1,0
2025-01-13,2025-01-13,tacobell,nashville_tn,tacobell_nashville_tn,carryout,Carryout,modeled,mixed,false,2.3,99,9.06,223,896.2,533.49,0.5953,4.02,0.0,38.34,28.73,,1,1,0
2025-01-13,2025-01-13,tacobell,nashville_tn,tacobell_nashville_tn,delivery,Delivery,modeled,mixed,true,3.0,102,13.21,313,1343.8,577.53,0.4298,4.29,0.0,38.24,29.76,,1,1,0
2025-01-13,2025-01-13,tacobell,nashville_tn,tacobell_nashville_tn,dine_in,Dine-In,modeled,mixed,false,2.1,112,8.3,233,932.12,567.07,0.6084,4.0,0.0,38.5,29.06,,1,1,0
2025-01-13,2025-01-13,tacobell,nashville_tn,tacobell_nashville_tn,drive_thru,Drive-Thru,modeled,mixed,false,2.8,391,11.23,1086,4397.17,2611.63,0.5939,4.05,0.0,37.82,29.25,,1,1,0
2025-01-13,2025-01-13,tacobell,nashville_tn,tacobell_nashville_tn,pickup_app,Pickup / App,modeled,mixed,true,2.7,186,10.65,497,1977.75,1166.72,0.5899,3.98,0.0,38.03,28.45,,1,1,0
2025-01-13,2025-01-13,tacobell,new_york_ny,tacobell_new_york_ny,carryout,Carryout,modeled,mixed,false,2.3,132,11.75,308,1551.57,923.84,0.5954,5.04,0.0,39.78,28.14,,1,1,0
2025-01-13,2025-01-13,tacobell,new_york_ny,tacobell_new_york_ny,delivery,Delivery,modeled,mixed,true,3.0,150,16.22,458,2428.15,1052.35,0.4334,5.3,0.0,38.23,29.32,,1,1,0
2025-01-13,2025-01-13,tacobell,new_york_ny,tacobell_new_york_ny,dine_in,Dine-In,modeled,mixed,false,2.1,165,10.8,357,1778.31,1083.3,0.6092,4.98,0.0,39.77,27.64,,1,1,0
2025-01-13,2025-01-13,tacobell,new_york_ny,tacobell_new_york_ny,drive_thru,Drive-Thru,modeled,mixed,false,2.8,604,13.6,1663,8217.36,4901.33,0.5965,4.94,0.0,39.31,28.61,,1,1,0
2025-01-13,2025-01-13,tacobell,new_york_ny,tacobell_new_york_ny,pickup_app,Pickup / App,modeled,mixed,true,2.7,261,13.67,713,3563.32,2093.91,0.5876,5.0,0.0,38.66,30.52,,1,1,0
2025-01-13,2025-01-13,tacobell,phoenix_az,tacobell_phoenix_az,carryout,Carryout,modeled,mixed,false,2.3,92,9.67,216,891.25,531.29,0.5961,4.13,0.0,37.92,29.58,,1,1,0
2025-01-13,2025-01-13,tacobell,phoenix_az,tacobell_phoenix_az,delivery,Delivery,modeled,mixed,true,3.0,109,13.32,329,1448.22,621.93,0.4294,4.4,0.0,39.18,30.01,,1,1,0
2025-01-13,2025-01-13,tacobell,phoenix_az,tacobell_phoenix_az,dine_in,Dine-In,modeled,mixed,false,2.1,118,8.84,253,1038.22,631.03,0.6078,4.1,0.0,38.44,30.17,,1,1,0
2025-01-13,2025-01-13,tacobell,phoenix_az,tacobell_phoenix_az,drive_thru,Drive-Thru,modeled,mixed,false,2.8,415,11.56,1167,4801.99,2866.27,0.5969,4.11,0.0,37.53,29.66,,1,1,0
2025-01-13,2025-01-13,tacobell,phoenix_az,tacobell_phoenix_az,pickup_app,Pickup / App,modeled,mixed,true,2.7,188,10.98,516,2059.17,1218.34,0.5917,3.99,0.0,38.53,28.76,,1,1,0
2025-01-13,2025-01-13,tacobell,seattle_wa,tacobell_seattle_wa,carryout,Carryout,modeled,mixed,false,2.3,124,10.93,282,1359.3,808.27,0.5946,4.82,0.0,36.71,30.17,,1,1,0
2025-01-13,2025-01-13,tacobell,seattle_wa,tacobell_seattle_wa,delivery,Delivery,modeled,mixed,true,3.0,138,15.06,408,2078.1,894.87,0.4306,5.09,0.0,37.43,29.74,,1,1,0
2025-01-13,2025-01-13,tacobell,seattle_wa,tacobell_seattle_wa,dine_in,Dine-In,modeled,mixed,false,2.1,149,9.92,308,1477.77,895.76,0.6062,4.8,0.0,36.73,29.96,,1,1,0
2025-01-13,2025-01-13,tacobell,seattle_wa,tacobell_seattle_wa,drive_thru,Drive-Thru,modeled,mixed,false,2.8,491,13.88,1426,6808.81,4050.04,0.5948,4.77,0.0,37.75,29.33,,1,1,0
2025-01-13,2025-01-13,tacobell,seattle_wa,tacobell_seattle_wa,pickup_app,Pickup / App,modeled,mixed,true,2.7,238,12.88,662,3063.74,1808.29,0.5902,4.63,0.0,37.05,30.38,,1,1,0
2025-01-20,2025-01-20,tacobell,atlanta_ga,tacobell_atlanta_ga,carryout,Carryout,modeled,mixed,false,2.3,106,9.56,250,1012.11,602.23,0.595,4.05,0.0,39.25,29.34,,1,1,0
2025-01-20,2025-01-20,tacobell,atlanta_ga,tacobell_atlanta_ga,delivery,Delivery,modeled,mixed,true,3.0,118,13.46,362,1586.09,681.42,0.4296,4.38,0.0,39.17,29.26,,1,1,0
2025-01-20,2025-01-20,tacobell,atlanta_ga,tacobell_atlanta_ga,dine_in,Dine-In,modeled,mixed,false,2.1,131,8.69,280,1137.26,691.16,0.6077,4.06,0.0,39.69,28.18,,1,1,0
2025-01-20,2025-01-20,tacobell,atlanta_ga,tacobell_atlanta_ga,drive_thru,Drive-Thru,modeled,mixed,false,2.8,433,11.69,1240,5064.21,3021.81,0.5967,4.08,0.0,36.82,29.7,,1,1,0
2025-01-20,2025-01-20,tacobell,atlanta_ga,tacobell_atlanta_ga,pickup_app,Pickup / App,modeled,mixed,true,2.7,209,10.87,560,2272.23,1335.87,0.5879,4.06,0.0,39.43,28.31,,1,1,0
