week_start,year_week,brand_id,market_id,store_id,channel,channel_name,price_zone,income_band_proxy,digital_flag,avg_items_per_check_proxy,transaction_count_proxy,avg_check_proxy,menu_units,net_sales,contribution_margin,contribution_margin_pct,avg_net_price,promo_mix_pct,value_mix_pct,premium_mix_pct,unique_items_sold,seasonal_factor,macro_factor,holiday_bump
2025-01-06,2025-01-06,qsr,miami_fl,qsr_miami_fl,dine_in,Dine-In,modeled,mixed,false,1.6,82,21.78,133,1791.33,1012.81,0.5654,13.47,0.0,14.4,43.36,,1,1,0
2025-01-06,2025-01-06,qsr,miami_fl,qsr_miami_fl,pickup_app,Pickup / App,modeled,mixed,true,1.42,161,19.39,237,3111.64,1708.86,0.5492,13.13,0.0,15.79,41.49,,1,1,0
2025-01-06,2025-01-06,qsr,minneapolis_mn,qsr_minneapolis_mn,carryout,Carryout,modeled,mixed,false,1.35,406,18.2,565,7387.64,4081.38,0.5525,13.08,0.0,12.81,45.27,,1,1,0
2025-01-06,2025-01-06,qsr,minneapolis_mn,qsr_minneapolis_mn,delivery,Delivery,modeled,mixed,true,1.52,649,21.19,999,13744.4,4996.7,0.3635,13.76,0.0,14.36,44.2,,1,1,0
2025-01-06,2025-01-06,qsr,minneapolis_mn,qsr_minneapolis_mn,dine_in,Dine-In,modeled,mixed,false,1.6,120,20.67,189,2472.84,1394.34,0.5639,13.08,0.0,12.47,45.42,,1,1,0
2025-01-06,2025-01-06,qsr,minneapolis_mn,qsr_minneapolis_mn,pickup_app,Pickup / App,modeled,mixed,true,1.42,263,17.95,370,4726.09,2586.28,0.5472,12.77,0.0,13.14,44.3,,1,1,0
2025-01-06,2025-01-06,qsr,nashville_tn,qsr_nashville_tn,carryout,Carryout,modeled,mixed,false,1.35,386,16.96,514,6539.39,3606.75,0.5515,12.72,0.0,12.5,46.57,,1,1,0
2025-01-06,2025-01-06,qsr,nashville_tn,qsr_nashville_tn,delivery,Delivery,modeled,mixed,true,1.52,605,20.99,930,12693.33,4587.25,0.3614,13.65,0.0,12.38,46.05,,1,1,0
2025-01-06,2025-01-06,qsr,nashville_tn,qsr_nashville_tn,dine_in,Dine-In,modeled,mixed,false,1.6,110,20.51,179,2266.59,1276.0,0.563,12.66,0.0,13.06,45.92,,1,1,0
2025-01-06,2025-01-06,qsr,nashville_tn,qsr_nashville_tn,pickup_app,Pickup / App,modeled,mixed,true,1.42,236,17.6,333,4152.13,2267.64,0.5461,12.47,0.0,12.84,46.68,,1,1,0
2025-01-06,2025-01-06,qsr,new_york_ny,qsr_new_york_ny,carryout,Carryout,modeled,mixed,false,1.35,371,20.99,508,7787.24,4317.86,0.5545,15.33,0.0,14.41,41.65,,1,1,0
2025-01-06,2025-01-06,qsr,new_york_ny,qsr_new_york_ny,delivery,Delivery,modeled,mixed,true,1.52,598,24.21,900,14471.78,5287.42,0.3654,16.08,0.0,15.67,39.99,,1,1,0
2025-01-06,2025-01-06,qsr,new_york_ny,qsr_new_york_ny,dine_in,Dine-In,modeled,mixed,false,1.6,107,24.36,174,2604.18,1477.76,0.5675,14.97,0.0,16.46,40.81,,1,1,0
2025-01-06,2025-01-06,qsr,new_york_ny,qsr_new_york_ny,pickup_app,Pickup / App,modeled,mixed,true,1.42,228,21.05,323,4802.4,2637.45,0.5492,14.87,0.0,16.23,40.99,,1,1,0
2025-01-06,2025-01-06,qsr,phoenix_az,qsr_phoenix_az,carryout,Carryout,modeled,mixed,false,1.35,379,17.84,529,6760.09,3741.78,0.5535,12.78,0.0,13.45,43.67,,1,1,0
2025-01-06,2025-01-06,qsr,phoenix_az,qsr_phoenix_az,delivery,Delivery,modeled,mixed,true,1.52,586,21.33,898,12500.94,4527.57,0.3622,13.92,0.0,13.2,47.0,,1,1,0
2025-01-06,2025-01-06,qsr,phoenix_az,qsr_phoenix_az,dine_in,Dine-In,modeled,mixed,false,1.6,108,20.61,173,2220.01,1253.59,0.5647,12.83,0.0,13.45,45.09,,1,1,0
2025-01-06,2025-01-06,qsr,phoenix_az,qsr_phoenix_az,pickup_app,Pickup / App,modeled,mixed,true,1.42,219,18.89,323,4136.04,2258.05,0.5459,12.81,0.0,13.03,46.21,,1,1,0
2025-01-06,2025-01-06,qsr,seattle_wa,qsr_seattle_wa,carryout,Carryout,modeled,mixed,false,1.35,329,19.81,457,6524.32,3612.07,0.5536,14.28,0.0,15.4,42.76,,1,1,0
2025-01-06,2025-01-06,qsr,seattle_wa,qsr_seattle_wa,delivery,Delivery,modeled,mixed,true,1.52,516,23.39,787,12080.0,4400.21,0.3643,15.35,0.0,14.49,42.63,,1,1,0
2025-01-06,2025-01-06,qsr,seattle_wa,qsr_seattle_wa,dine_in,Dine-In,modeled,mixed,false,1.6,94,23.52,155,2204.57,1249.03,0.5666,14.22,0.0,14.73,41.79,,1,1,0
2025-01-06,2025-01-06,qsr,seattle_wa,qsr_seattle_wa,pickup_app,Pickup / App,modeled,mixed,true,1.42,198,20.45,289,4048.84,2224.45,0.5494,14.01,0.0,14.81,42.19,,1,1,0
2025-01-13,2025-01-13,qsr,atlanta_ga,qsr_atlanta_ga,carryout,Carryout,modeled,mixed,false,1.35,371,15.88,518,5897.5,3262.1,0.5531,11.39,9.61,14.44,44.95,,1,1,0
2025-01-13,2025-01-13,qsr,atlanta_ga,qsr_atlanta_ga,delivery,Delivery,modeled,mixed,true,1.52,571,18.83,875,10744.34,3895.34,0.3625,12.28,9.6,14.55,45.73,,1,1,0
2025-01-13,2025-01-13,qsr,atlanta_ga,qsr_atlanta_ga,dine_in,Dine-In,modeled,mixed,false,1.6,96,20.26,151,1939.21,1094.97,0.5646,12.84,0.0,11.89,44.45,,1,1,0
2025-01-13,2025-01-13,qsr,atlanta_ga,qsr_atlanta_ga,pickup_app,Pickup / App,modeled,mixed,true,1.42,214,16.78,315,3584.55,1957.76,0.5462,11.38,9.58,13.48,45.21,,1,1,0
2025-01-13,2025-01-13,qsr,charlotte_nc,qsr_charlotte_nc,carryout,Carryout,modeled,mixed,false,1.35,387,15.75,534,6095.77,3367.63,0.5525,11.42,9.62,14.65,45.28,,1,1,0
2025-01-13,2025-01-13,qsr,charlotte_nc,qsr_charlotte_nc,delivery,Delivery,modeled,mixed,true,1.52,591,19.07,923,11278.47,4096.49,0.3632,12.22,9.59,14.07,45.32,,1,1,0
2025-01-13,2025-01-13,qsr,charlotte_nc,qsr_charlotte_nc,dine_in,Dine-In,modeled,mixed,false,1.6,95,20.92,158,1995.71,1129.07,0.5657,12.63,0.0,13.05,44.16,,1,1,0
2025-01-13,2025-01-13,qsr,charlotte_nc,qsr_charlotte_nc,pickup_app,Pickup / App,modeled,mixed,true,1.42,231,16.3,334,3765.03,2057.9,0.5466,11.27,9.59,14.61,45.46,,1,1,0
2025-01-13,2025-01-13,qsr,chicago_il,qsr_chicago_il,carryout,Carryout,modeled,mixed,false,1.35,349,16.52,485,5772.4,3196.12,0.5537,11.9,9.59,15.46,42.25,,1,1,0
2025-01-13,2025-01-13,qsr,chicago_il,qsr_chicago_il,delivery,Delivery,modeled,mixed,true,1.52,535,19.47,820,10415.48,3795.69,0.3644,12.7,9.55,14.92,43.34,,1,1,0
2025-01-13,2025-01-13,qsr,chicago_il,qsr_chicago_il,dine_in,Dine-In,modeled,mixed,false,1.6,88,21.78,144,1917.83,1085.01,0.5657,13.32,0.0,13.49,43.11,,1,1,0
2025-01-13,2025-01-13,qsr,chicago_il,qsr_chicago_il,pickup_app,Pickup / App,modeled,mixed,true,1.42,216,16.65,309,3596.39,1975.77,0.5494,11.64,9.57,15.09,42.35,,1,1,0
2025-01-13,2025-01-13,qsr,dallas_tx,qsr_dallas_tx,carryout,Carryout,modeled,mixed,false,1.35,451,16.01,609,7215.78,3974.49,0.5508,11.85,9.57,13.11,46.67,,1,1,0
2025-01-13,2025-01-13,qsr,dallas_tx,qsr_dallas_tx,delivery,Delivery,modeled,mixed,true,1.52,680,19.27,1044,13103.05,4752.64,0.3627,12.55,9.6,13.05,45.36,,1,1,0
2025-01-13,2025-01-13,qsr,dallas_tx,qsr_dallas_tx,dine_in,Dine-In,modeled,mixed,false,1.6,106,21.38,175,2268.79,1279.52,0.564,12.96,0.0,12.76,45.29,,1,1,0
2025-01-13,2025-01-13,qsr,dallas_tx,qsr_dallas_tx,pickup_app,Pickup / App,modeled,mixed,true,1.42,262,16.59,376,4349.56,2377.6,0.5466,11.57,9.6,12.91,46.13,,1,1,0
2025-01-13,2025-01-13,qsr,denver_co,qsr_denver_co,carryout,Carryout,modeled,mixed,false,1.35,495,16.09,664,7968.83,4417.1,0.5543,12.0,9.57,15.12,43.13,,1,1,0
2025-01-13,2025-01-13,qsr,denver_co,qsr_denver_co,delivery,Delivery,modeled,mixed,true,1.52,732,20.18,1135,14761.58,5354.63,0.3627,13.01,9.59,15.2,44.58,,1,1,0
2025-01-13,2025-01-13,qsr,denver_co,qsr_denver_co,dine_in,Dine-In,modeled,mixed,false,1.6,117,22.22,193,2589.79,1463.21,0.565,13.42,0.0,14.34,43.03,,1,1,0
2025-01-13,2025-01-13,qsr,denver_co,qsr_denver_co,pickup_app,Pickup / App,modeled,mixed,true,1.42,291,16.88,410,4917.21,2693.83,0.5478,11.99,9.59,14.3,44.24,,1,1,0
2025-01-13,2025-01-13,qsr,los_angeles_ca,qsr_los_angeles_ca,carryout,Carryout,modeled,mixed,false,1.35,470,18.09,642,8503.6,4718.61,0.5549,13.25,9.6,15.65,41.85,,1,1,0
2025-01-13,2025-01-13,qsr,los_angeles_ca,qsr_los_angeles_ca,delivery,Delivery,modeled,mixed,true,1.52,694,21.65,1062,15021.4,5481.42,0.3649,14.14,9.59,15.96,41.91,,1,1,0
2025-01-13,2025-01-13,qsr,los_angeles_ca,qsr_los_angeles_ca,dine_in,Dine-In,modeled,mixed,false,1.6,113,23.83,180,2681.92,1516.69,0.5655,14.9,0.0,14.17,42.2,,1,1,0
2025-01-13,2025-01-13,qsr,los_angeles_ca,qsr_los_angeles_ca,pickup_app,Pickup / App,modeled,mixed,true,1.42,270,19.11,393,5164.14,2835.39,0.5491,13.14,9.54,14.92,42.32,,1,1,0
2025-01-13,2025-01-13,qsr,miami_fl,qsr_miami_fl,carryout,Carryout,modeled,mixed,false,1.35,311,15.89,415,4938.72,2740.75,0.555,11.9,9.53,15.73,40.53,,1,1,0
2025-01-13,2025-01-13,qsr,miami_fl,qsr_miami_fl,delivery,Delivery,modeled,mixed,true,1.52,478,19.22,718,9189.86,3356.24,0.3652,12.8,9.56,15.45,42.01,,1,1,0
2025-01-13,2025-01-13,qsr,miami_fl,qsr_miami_fl,dine_in,Dine-In,modeled,mixed,false,1.6,81,22.35,135,1815.25,1026.6,0.5655,13.45,0.0,14.6,42.79,,1,1,0
2025-01-13,2025-01-13,qsr,miami_fl,qsr_miami_fl,pickup_app,Pickup / App,modeled,mixed,true,1.42,181,17.02,262,3079.07,1692.78,0.5498,11.75,9.57,15.59,41.64,,1,1,0
2025-01-13,2025-01-13,qsr,minneapolis_mn,qsr_minneapolis_mn,carryout,Carryout,modeled,mixed,false,1.35,492,15.88,676,7804.04,4316.93,0.5532,11.54,9.59,14.73,43.39,,1,1,0
2025-01-13,2025-01-13,qsr,minneapolis_mn,qsr_minneapolis_mn,delivery,Delivery,modeled,mixed,true,1.52,752,19.32,1162,14536.46,5270.21,0.3626,12.51,9.59,14.35,44.91,,1,1,0
2025-01-13,2025-01-13,qsr,minneapolis_mn,qsr_minneapolis_mn,dine_in,Dine-In,modeled,mixed,false,1.6,120,20.57,190,2470.45,1394.41,0.5644,13.0,0.0,13.03,45.34,,1,1,0
2025-01-13,2025-01-13,qsr,minneapolis_mn,qsr_minneapolis_mn,pickup_app,Pickup / App,modeled,mixed,true,1.42,292,16.02,411,4685.66,2562.91,0.547,11.4,9.58,15.01,44.69,,1,1,0
2025-01-13,2025-01-13,qsr,nashville_tn,qsr_nashville_tn,carryout,Carryout,modeled,mixed,false,1.35,442,15.57,615,6876.55,3800.48,0.5527,11.18,9.6,14.32,44.06,,1,1,0
2025-01-13,2025-01-13,qsr,nashville_tn,qsr_nashville_tn,delivery,Delivery,modeled,mixed,true,1.52,681,18.37,1040,12506.6,4544.56,0.3634,12.03,9.6,14.04,45.71,,1,1,0
2025-01-13,2025-01-13,qsr,nashville_tn,qsr_nashville_tn,dine_in,Dine-In,modeled,mixed,false,1.6,108,19.87,171,2142.13,1208.58,0.5642,12.53,0.0,12.86,45.48,,1,1,0
2025-01-13,2025-01-13,qsr,nashville_tn,qsr_nashville_tn,pickup_app,Pickup / App,modeled,mixed,true,1.42,275,15.63,389,4297.45,2354.38,0.5479,11.05,9.61,14.01,45.19,,1,1,0
2025-01-13,2025-01-13,qsr,new_york_ny,qsr_new_york_ny,carryout,Carryout,modeled,mixed,false,1.35,452,18.42,624,8325.95,4630.12,0.5561,13.34,9.58,17.33,38.78,,1,1,0
2025-01-13,2025-01-13,qsr,new_york_ny,qsr_new_york_ny,delivery,Delivery,modeled,mixed,true,1.52,642,22.67,1002,14558.05,5315.43,0.3651,14.53,9.53,15.66,40.77,,1,1,0
2025-01-13,2025-01-13,qsr,new_york_ny,qsr_new_york_ny,dine_in,Dine-In,modeled,mixed,false,1.6,111,23.59,175,2618.93,1485.17,0.5671,14.97,0.0,15.58,39.67,,1,1,0
2025-01-13,2025-01-13,qsr,new_york_ny,qsr_new_york_ny,pickup_app,Pickup / App,modeled,mixed,true,1.42,263,18.58,374,4888.05,2695.18,0.5514,13.07,9.59,17.76,38.94,,1,1,0
2025-01-13,2025-01-13,qsr,phoenix_az,qsr_phoenix_az,carryout,Carryout,modeled,mixed,false,1.35,434,15.74,594,6832.0,3782.59,0.5537,11.5,9.56,13.91,44.82,,1,1,0
2025-01-13,2025-01-13,qsr,phoenix_az,qsr_phoenix_az,delivery,Delivery,modeled,mixed,true,1.52,646,18.8,979,12146.01,4407.87,0.3629,12.41,9.57,13.65,44.67,,1,1,0
2025-01-13,2025-01-13,qsr,phoenix_az,qsr_phoenix_az,dine_in,Dine-In,modeled,mixed,false,1.6,106,20.71,171,2192.3,1237.54,0.5645,12.82,0.0,13.32,43.74,,1,1,0
2025-01-13,2025-01-13,qsr,phoenix_az,qsr_phoenix_az,pickup_app,Pickup / App,modeled,mixed,true,1.42,271,15.92,378,4308.25,2357.44,0.5472,11.4,9.57,13.69,44.41,,1,1,0
2025-01-13,2025-01-13,qsr,seattle_wa,qsr_seattle_wa,carryout,Carryout,modeled,mixed,false,1.35,378,17.66,522,6682.61,3710.98,0.5553,12.8,9.55,15.04,41.08,,1,1,0
2025-01-13,2025-01-13,qsr,seattle_wa,qsr_seattle_wa,delivery,Delivery,modeled,mixed,true,1.52,586,21.06,901,12335.66,4504.4,0.3652,13.69,9.55,15.05,40.85,,1,1,0
2025-01-13,2025-01-13,qsr,seattle_wa,qsr_seattle_wa,dine_in,Dine-In,modeled,mixed,false,1.6,97,22.81,155,2210.5,1253.78,0.5672,14.26,0.0,14.23,42.7,,1,1,0
2025-01-13,2025-01-13,qsr,seattle_wa,qsr_seattle_wa,pickup_app,Pickup / App,modeled,mixed,true,1.42,227,17.97,321,4079.79,2238.28,0.5486,12.71,9.56,15.38,43.57,,1,1,0
2025-01-20,2025-01-20,qsr,atlanta_ga,qsr_atlanta_ga,carryout,Carryout,modeled,mixed,false,1.35,330,17.83,451,5877.49,3237.22,0.5508,13.03,0.0,12.77,47.2,,1,1,0
2025-01-20,2025-01-20,qsr,atlanta_ga,qsr_atlanta_ga,delivery,Delivery,modeled,mixed,true,1.52,506,20.62,762,10424.36,3783.37,0.3629,13.68,0.0,13.15,45.75,,1,1,0
2025-01-20,2025-01-20,qsr,atlanta_ga,qsr_atlanta_ga,dine_in,Dine-In,modeled,mixed,false,1.6,95,21.12,156,2003.97,1130.71,0.5642,12.85,0.0,12.22,46.25,,1,1,0
2025-01-20,2025-01-20,qsr,atlanta_ga,qsr_atlanta_ga,pickup_app,Pickup / App,modeled,mixed,true,1.42,187,18.64,276,3494.45,1910.86,0.5468,12.66,0.0,12.78,44.8,,1,1,0
2025-01-20,2025-01-20,qsr,charlotte_nc,qsr_charlotte_nc,carryout,Carryout,modeled,mixed,false,1.35,334,17.72,462,5914.11,3268.74,0.5527,12.8,0.0,12.69,45.23,,1,1,0
2025-01-20,2025-01-20,qsr,charlotte_nc,qsr_charlotte_nc,delivery,Delivery,modeled,mixed,true,1.52,516,21.61,806,11157.73,4035.83,0.3617,13.84,0.0,12.65,47.26,,1,1,0
2025-01-20,2025-01-20,qsr,charlotte_nc,qsr_charlotte_nc,dine_in,Dine-In,modeled,mixed,false,1.6,96,20.79,156,1989.72,1124.63,0.5652,12.75,0.0,12.25,44.64,,1,1,0
2025-01-20,2025-01-20,qsr,charlotte_nc,qsr_charlotte_nc,pickup_app,Pickup / App,modeled,mixed,true,1.42,204,18.17,292,3710.82,2027.41,0.5464,12.71,0.0,12.21,46.05,,1,1,0
2025-01-20,2025-01-20,qsr,chicago_il,qsr_chicago_il,carryout,Carryout,modeled,mixed,false,1.35,314,17.84,419,5605.12,3100.68,0.5532,13.38,0.0,13.69,42.85,,1,1,0
2025-01-20,2025-01-20,qsr,chicago_il,qsr_chicago_il,delivery,Delivery,modeled,mixed,true,1.52,489,21.21,732,10371.55,3776.78,0.3641,14.17,0.0,14.25,43.33,,1,1,0
2025-01-20,2025-01-20,qsr,chicago_il,qsr_chicago_il,dine_in,Dine-In,modeled,mixed,false,1.6,90,21.34,142,1911.89,1079.26,0.5645,13.46,0.0,13.17,44.32,,1,1,0
2025-01-20,2025-01-20,qsr,chicago_il,qsr_chicago_il,pickup_app,Pickup / App,modeled,mixed,true,1.42,183,18.92,265,3470.59,1901.59,0.5479,13.1,0.0,14.53,43.77,,1,1,0
2025-01-20,2025-01-20,qsr,dallas_tx,qsr_dallas_tx,carryout,Carryout,modeled,mixed,false,1.35,383,18.22,527,6972.01,3842.23,0.5511,13.23,0.0,12.18,47.53,,1,1,0
2025-01-20,2025-01-20,qsr,dallas_tx,qsr_dallas_tx,delivery,Delivery,modeled,mixed,true,1.52,602,21.6,916,13008.9,4702.8,0.3615,14.2,0.0,11.44,47.92,,1,1,0
2025-01-20,2025-01-20,qsr,dallas_tx,qsr_dallas_tx,dine_in,Dine-In,modeled,mixed,false,1.6,106,21.4,176,2275.15,1283.3,0.5641,12.93,0.0,13.07,46.2,,1,1,0
2025-01-20,2025-01-20,qsr,dallas_tx,qsr_dallas_tx,pickup_app,Pickup / App,modeled,mixed,true,1.42,229,18.38,332,4216.26,2307.06,0.5472,12.7,0.0,13.22,45.27,,1,1,0
2025-01-20,2025-01-20,qsr,denver_co,qsr_denver_co,carryout,Carryout,modeled,mixed,false,1.35,434,18.0,584,7815.8,4330.47,0.5541,13.38,0.0,14.27,42.93,,1,1,0
2025-01-20,2025-01-20,qsr,denver_co,qsr_denver_co,delivery,Delivery,modeled,mixed,true,1.52,642,22.72,1000,14586.57,5295.6,0.363,14.59,0.0,13.61,44.46,,1,1,0
2025-01-20,2025-01-20,qsr,denver_co,qsr_denver_co,dine_in,Dine-In,modeled,mixed,false,1.6,118,22.1,191,2599.69,1466.17,0.564,13.61,0.0,13.97,45.27,,1,1,0
2025-01-20,2025-01-20,qsr,denver_co,qsr_denver_co,pickup_app,Pickup / App,modeled,mixed,true,1.42,254,18.82,361,4772.21,2619.59,0.5489,13.22,0.0,13.57,42.81,,1,1,0
2025-01-20,2025-01-20,qsr,los_angeles_ca,qsr_los_angeles_ca,carryout,Carryout,modeled,mixed,false,1.35,394,20.0,532,7870.22,4366.42,0.5548,14.79,0.0,14.81,41.52,,1,1,0
2025-01-20,2025-01-20,qsr,los_angeles_ca,qsr_los_angeles_ca,delivery,Delivery,modeled,mixed,true,1.52,627,24.5,967,15355.68,5596.96,0.3645,15.88,0.0,14.87,42.97,,1,1,0
2025-01-20,2025-01-20,qsr,los_angeles_ca,qsr_los_angeles_ca,dine_in,Dine-In,modeled,mixed,false,1.6,108,24.42,177,2630.33,1489.63,0.5663,14.86,0.0,13.75,42.14,,1,1,0
2025-01-20,2025-01-20,qsr,los_angeles_ca,qsr_los_angeles_ca,pickup_app,Pickup / App,modeled,mixed,true,1.42,246,20.33,344,5007.64,2749.74,0.5491,14.56,0.0,14.98,41.72,,1,1,0
2025-01-20,2025-01-20,qsr,miami_fl,qsr_miami_fl,carryout,Carryout,modeled,mixed,false,1.35,275,18.2,373,4995.61,2769.32,0.5544,13.39,0.0,14.99,41.52,,1,1,0
2025-01-20,2025-01-20,qsr,miami_fl,qsr_miami_fl,delivery,Delivery,modeled,mixed,true,1.52,416,22.34,656,9284.62,3391.72,0.3653,14.15,0.0,15.42,40.69,,1,1,0
2025-01-20,2025-01-20,qsr,miami_fl,qsr_miami_fl,dine_in,Dine-In,modeled,mixed,false,1.6,84,21.45,133,1800.99,1017.87,0.5652,13.54,0.0,13.93,43.13,,1,1,0
2025-01-20,2025-01-20,qsr,miami_fl,qsr_miami_fl,pickup_app,Pickup / App,modeled,mixed,true,1.42,161,18.61,228,3001.51,1649.76,0.5496,13.16,0.0,14.53,42.08,,1,1,0
2025-01-20,2025-01-20,qsr,minneapolis_mn,qsr_minneapolis_mn,carryout,Carryout,modeled,mixed,false,1.35,419,17.67,575,7411.54,4104.66,0.5538,12.89,0.0,13.32,43.29,,1,1,0
2025-01-20,2025-01-20,qsr,minneapolis_mn,qsr_minneapolis_mn,delivery,Delivery,modeled,mixed,true,1.52,651,21.43,1006,13954.38,5065.37,0.363,13.87,0.0,13.88,44.26,,1,1,0
2025-01-20,2025-01-20,qsr,minneapolis_mn,qsr_minneapolis_mn,dine_in,Dine-In,modeled,mixed,false,1.6,119,21.2,195,2528.62,1428.26,0.5648,12.97,0.0,13.31,45.08,,1,1,0
