offer_id,week_start,year_week,brand_id,market_id,offer_type,offer_name,channel_scope,avg_discount_pct,participating_item_count,participating_store_count,promo_units,promo_sales,headline_items,notes
camp_0035,2025-02-24,2025-02-24,pizzahut,minneapolis_mn,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0036,2025-02-24,2025-02-24,pizzahut,charlotte_nc,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0037,2025-03-24,2025-03-24,pizzahut,los_angeles_ca,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0038,2025-03-24,2025-03-24,pizzahut,dallas_tx,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0039,2025-03-24,2025-03-24,pizzahut,chicago_il,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0040,2025-03-24,2025-03-24,pizzahut,atlanta_ga,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0041,2025-03-24,2025-03-24,pizzahut,new_york_ny,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0042,2025-03-24,2025-03-24,pizzahut,miami_fl,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0043,2025-03-24,2025-03-24,pizzahut,phoenix_az,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0044,2025-03-24,2025-03-24,pizzahut,denver_co,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0045,2025-03-24,2025-03-24,pizzahut,seattle_wa,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0046,2025-03-24,2025-03-24,pizzahut,nashville_tn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0047,2025-03-24,2025-03-24,pizzahut,minneapolis_mn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0048,2025-03-24,2025-03-24,pizzahut,charlotte_nc,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0049,2025-04-21,2025-04-21,pizzahut,los_angeles_ca,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0050,2025-04-21,2025-04-21,pizzahut,dallas_tx,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0051,2025-04-21,2025-04-21,pizzahut,chicago_il,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0052,2025-04-21,2025-04-21,pizzahut,atlanta_ga,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0053,2025-04-21,2025-04-21,pizzahut,new_york_ny,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0054,2025-04-21,2025-04-21,pizzahut,miami_fl,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0055,2025-04-21,2025-04-21,pizzahut,phoenix_az,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0056,2025-04-21,2025-04-21,pizzahut,denver_co,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0057,2025-04-21,2025-04-21,pizzahut,seattle_wa,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0058,2025-04-21,2025-04-21,pizzahut,nashville_tn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0059,2025-04-21,2025-04-21,pizzahut,minneapolis_mn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0060,2025-04-21,2025-04-21,pizzahut,charlotte_nc,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0061,2025-05-19,2025-05-19,pizzahut,los_angeles_ca,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0062,2025-05-19,2025-05-19,pizzahut,dallas_tx,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0063,2025-05-19,2025-05-19,pizzahut,chicago_il,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0064,2025-05-19,2025-05-19,pizzahut,atlanta_ga,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0065,2025-05-19,2025-05-19,pizzahut,new_york_ny,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0066,2025-05-19,2025-05-19,pizzahut,miami_fl,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0067,2025-05-19,2025-05-19,pizzahut,phoenix_az,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0068,2025-05-19,2025-05-19,pizzahut,denver_co,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0069,2025-05-19,2025-05-19,pizzahut,seattle_wa,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0070,2025-05-19,2025-05-19,pizzahut,nashville_tn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0071,2025-05-19,2025-05-19,pizzahut,minneapolis_mn,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0072,2025-05-19,2025-05-19,pizzahut,charlotte_nc,digital_value,Melts Lunch Carryout Push,"carryout,pickup_app",8.5,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Portable lunch value push designed to protect weekday order frequency.
camp_0073,2025-06-23,2025-06-23,pizzahut,los_angeles_ca,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0074,2025-06-23,2025-06-23,pizzahut,new_york_ny,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0075,2025-06-23,2025-06-23,pizzahut,miami_fl,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0076,2025-07-21,2025-07-21,pizzahut,los_angeles_ca,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0077,2025-07-21,2025-07-21,pizzahut,new_york_ny,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0078,2025-07-21,2025-07-21,pizzahut,miami_fl,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0079,2025-08-18,2025-08-18,pizzahut,los_angeles_ca,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0080,2025-08-18,2025-08-18,pizzahut,new_york_ny,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0081,2025-08-18,2025-08-18,pizzahut,miami_fl,loyalty_offer,Hut Rewards Summer Carryout,"carryout,pickup_app",7.0,3,1,,,Pizza Hut Melts | My Hut Box | Personal Pan Pizza,Owned-channel value support meant to keep delivery mix from taking too much margin.
camp_0082,2025-09-01,2025-09-01,pizzahut,los_angeles_ca,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0083,2025-09-01,2025-09-01,pizzahut,dallas_tx,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0084,2025-09-01,2025-09-01,pizzahut,chicago_il,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0085,2025-09-01,2025-09-01,pizzahut,atlanta_ga,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0086,2025-09-01,2025-09-01,pizzahut,new_york_ny,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0087,2025-09-01,2025-09-01,pizzahut,miami_fl,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0088,2025-09-01,2025-09-01,pizzahut,phoenix_az,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0089,2025-09-01,2025-09-01,pizzahut,denver_co,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0090,2025-09-01,2025-09-01,pizzahut,seattle_wa,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0091,2025-09-01,2025-09-01,pizzahut,nashville_tn,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0092,2025-09-01,2025-09-01,pizzahut,minneapolis_mn,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0093,2025-09-01,2025-09-01,pizzahut,charlotte_nc,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0094,2025-09-22,2025-09-22,pizzahut,los_angeles_ca,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0095,2025-09-22,2025-09-22,pizzahut,dallas_tx,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0096,2025-09-22,2025-09-22,pizzahut,chicago_il,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0097,2025-09-22,2025-09-22,pizzahut,atlanta_ga,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0098,2025-09-22,2025-09-22,pizzahut,new_york_ny,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0099,2025-09-22,2025-09-22,pizzahut,miami_fl,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
camp_0100,2025-09-22,2025-09-22,pizzahut,phoenix_az,family_bundle,Big Dinner Box Game Day Push,"delivery,carryout,pickup_app",10.5,4,1,,,Big Dinner Box | Breadsticks | Large One-Topping Pizza | Medium One-Topping Pizza,Bundle-led demand pulse aligned to major football and sports-viewing windows.
