week_start,brand_id,brand_name,system_sales,system_orders,avg_check,contribution_margin,contribution_margin_pct,digital_mix_pct,delivery_mix_pct,market_id,market_name,store_count_proxy,pickup_mix_pct
2025-01-13,tacobell,Taco Bell,8630.26,771,11.19,4934.32,0.5717,33.76,13.58,charlotte_nc,Charlotte,24,20.18
2025-01-13,tacobell,Taco Bell,13116.29,1128,11.63,7517.74,0.5732,34.28,13.7,chicago_il,Chicago,33,20.58
2025-01-13,tacobell,Taco Bell,12787.75,1154,11.08,7318.31,0.5723,33.9,13.61,dallas_tx,Dallas-Fort Worth,34,20.29
2025-01-13,tacobell,Taco Bell,13400.67,1105,12.13,7677.73,0.5729,34.44,13.96,denver_co,Denver,33,20.48
2025-01-13,tacobell,Taco Bell,16115.68,1238,13.02,9259.93,0.5746,34.16,13.21,los_angeles_ca,Los Angeles,33,20.95
2025-01-13,tacobell,Taco Bell,12573.45,1067,11.78,7219.16,0.5742,34.58,13.9,miami_fl,Miami,31,20.68
2025-01-13,tacobell,Taco Bell,12060.28,1067,11.3,6912.54,0.5732,34.2,13.67,minneapolis_mn,Minneapolis,32,20.53
2025-01-13,tacobell,Taco Bell,9547.04,890,10.73,5456.44,0.5715,34.79,14.08,nashville_tn,Nashville,28,20.72
2025-01-13,tacobell,Taco Bell,17538.71,1312,13.37,10054.73,0.5733,34.16,13.84,new_york_ny,New York City,33,20.32
2025-01-13,tacobell,Taco Bell,10238.85,922,11.11,5868.86,0.5732,34.26,14.14,phoenix_az,Phoenix,28,20.11
2025-01-13,tacobell,Taco Bell,14787.72,1140,12.97,8457.23,0.5719,34.77,14.05,seattle_wa,Seattle,32,20.72
2025-01-20,tacobell,Taco Bell,11071.9,997,11.11,6332.49,0.5719,34.85,14.33,atlanta_ga,Atlanta,31,20.52
2025-01-20,tacobell,Taco Bell,8756.3,783,11.18,5014.53,0.5727,34.79,13.59,charlotte_nc,Charlotte,24,21.2
2025-01-20,tacobell,Taco Bell,12995.02,1088,11.94,7436.11,0.5722,34.65,13.87,chicago_il,Chicago,33,20.77
2025-01-20,tacobell,Taco Bell,12571.05,1129,11.13,7211.04,0.5736,34.41,13.85,dallas_tx,Dallas-Fort Worth,34,20.56
2025-01-20,tacobell,Taco Bell,13608.78,1136,11.98,7786.06,0.5721,34.56,13.82,denver_co,Denver,33,20.74
2025-01-20,tacobell,Taco Bell,16091.59,1233,13.05,9228.5,0.5735,34.0,13.71,los_angeles_ca,Los Angeles,33,20.29
2025-01-20,tacobell,Taco Bell,12521.02,1064,11.77,7169.52,0.5726,34.53,14.16,miami_fl,Miami,31,20.37
2025-01-20,tacobell,Taco Bell,11928.32,1054,11.32,6829.63,0.5726,33.99,13.73,minneapolis_mn,Minneapolis,32,20.26
2025-01-20,tacobell,Taco Bell,9553.94,888,10.76,5461.98,0.5717,35.3,14.04,nashville_tn,Nashville,28,21.26
2025-01-20,tacobell,Taco Bell,17710.64,1311,13.51,10121.13,0.5715,34.21,13.61,new_york_ny,New York City,33,20.6
2025-01-20,tacobell,Taco Bell,10085.52,882,11.43,5756.46,0.5708,34.1,14.04,phoenix_az,Phoenix,28,20.06
2025-01-20,tacobell,Taco Bell,14821.58,1142,12.98,8488.73,0.5727,34.87,13.86,seattle_wa,Seattle,32,21.02
2025-01-27,tacobell,Taco Bell,12183.88,1233,9.88,6964.43,0.5716,33.79,13.32,atlanta_ga,Atlanta,31,20.47
2025-01-27,tacobell,Taco Bell,9452.21,961,9.84,5404.42,0.5718,33.71,13.38,charlotte_nc,Charlotte,24,20.34
2025-01-27,tacobell,Taco Bell,14255.6,1358,10.5,8136.04,0.5707,34.11,13.45,chicago_il,Chicago,33,20.65
2025-01-27,tacobell,Taco Bell,13943.7,1435,9.72,7972.55,0.5718,33.15,12.93,dallas_tx,Dallas-Fort Worth,34,20.23
2025-01-27,tacobell,Taco Bell,14675.61,1369,10.72,8359.02,0.5696,33.67,13.74,denver_co,Denver,33,19.93
2025-01-27,tacobell,Taco Bell,17510.54,1528,11.46,10034.29,0.573,33.67,13.15,los_angeles_ca,Los Angeles,33,20.52
2025-01-27,tacobell,Taco Bell,13815.77,1314,10.51,7868.28,0.5695,34.03,13.76,miami_fl,Miami,31,20.27
2025-01-27,tacobell,Taco Bell,13167.31,1306,10.08,7513.46,0.5706,33.81,13.53,minneapolis_mn,Minneapolis,32,20.28
2025-01-27,tacobell,Taco Bell,10352.63,1062,9.75,5921.41,0.572,33.64,13.42,nashville_tn,Nashville,28,20.22
2025-01-27,tacobell,Taco Bell,19291.75,1633,11.81,11022.64,0.5714,33.68,13.61,new_york_ny,New York City,33,20.07
2025-01-27,tacobell,Taco Bell,10891.8,1101,9.89,6215.05,0.5706,33.43,13.57,phoenix_az,Phoenix,28,19.86
2025-01-27,tacobell,Taco Bell,16167.98,1382,11.7,9213.52,0.5699,34.06,13.69,seattle_wa,Seattle,32,20.37
2025-02-03,tacobell,Taco Bell,11123.77,1025,10.85,6376.11,0.5732,34.66,13.97,atlanta_ga,Atlanta,31,20.69
2025-02-03,tacobell,Taco Bell,8691.6,778,11.17,4969.91,0.5718,34.53,14.07,charlotte_nc,Charlotte,24,20.46
2025-02-03,tacobell,Taco Bell,12781.62,1098,11.64,7297.3,0.5709,34.9,14.48,chicago_il,Chicago,33,20.42
2025-02-03,tacobell,Taco Bell,12385.76,1115,11.11,7080.28,0.5716,34.28,14.16,dallas_tx,Dallas-Fort Worth,34,20.12
2025-02-03,tacobell,Taco Bell,13807.93,1155,11.95,7903.56,0.5724,34.26,13.76,denver_co,Denver,33,20.51
2025-02-03,tacobell,Taco Bell,16391.66,1240,13.22,9393.31,0.5731,34.27,13.61,los_angeles_ca,Los Angeles,33,20.66
2025-02-03,tacobell,Taco Bell,12569.86,1046,12.02,7186.71,0.5717,34.58,13.76,miami_fl,Miami,31,20.82
2025-02-03,tacobell,Taco Bell,12123.42,1061,11.43,6921.03,0.5709,34.09,13.84,minneapolis_mn,Minneapolis,32,20.25
2025-02-03,tacobell,Taco Bell,9618.93,876,10.98,5497.01,0.5715,33.93,13.64,nashville_tn,Nashville,28,20.29
2025-02-03,tacobell,Taco Bell,17578.7,1296,13.56,10070.89,0.5729,33.78,13.51,new_york_ny,New York City,33,20.27
2025-02-03,tacobell,Taco Bell,10014.07,901,11.11,5729.84,0.5722,34.76,14.13,phoenix_az,Phoenix,28,20.63
2025-02-03,tacobell,Taco Bell,14887.62,1155,12.89,8499.05,0.5709,34.7,14.18,seattle_wa,Seattle,32,20.53
2025-02-10,tacobell,Taco Bell,10972.75,1001,10.96,6272.85,0.5717,34.62,14.06,atlanta_ga,Atlanta,31,20.56
2025-02-10,tacobell,Taco Bell,8539.55,779,10.96,4891.33,0.5728,35.13,14.01,charlotte_nc,Charlotte,24,21.12
2025-02-10,tacobell,Taco Bell,12899.2,1084,11.9,7390.09,0.5729,34.16,13.48,chicago_il,Chicago,33,20.68
2025-02-10,tacobell,Taco Bell,12506.3,1117,11.2,7146.44,0.5714,34.51,13.79,dallas_tx,Dallas-Fort Worth,34,20.73
2025-02-10,tacobell,Taco Bell,13456.23,1136,11.85,7694.3,0.5718,34.49,14.04,denver_co,Denver,33,20.45
2025-02-10,tacobell,Taco Bell,15796.48,1185,13.33,9044.13,0.5725,34.76,14.13,los_angeles_ca,Los Angeles,33,20.63
2025-02-10,tacobell,Taco Bell,12598.47,1069,11.79,7203.31,0.5718,35.11,14.09,miami_fl,Miami,31,21.02
2025-02-10,tacobell,Taco Bell,11912.25,1025,11.62,6807.71,0.5715,34.91,13.67,minneapolis_mn,Minneapolis,32,21.24
2025-02-10,tacobell,Taco Bell,9573.82,894,10.71,5489.67,0.5734,34.3,13.71,nashville_tn,Nashville,28,20.59
2025-02-10,tacobell,Taco Bell,17750.9,1321,13.44,10153.58,0.572,33.91,13.96,new_york_ny,New York City,33,19.95
2025-02-10,tacobell,Taco Bell,9950.84,888,11.21,5702.66,0.5731,34.44,14.02,phoenix_az,Phoenix,28,20.42
2025-02-10,tacobell,Taco Bell,14770.63,1149,12.86,8433.09,0.5709,34.91,13.92,seattle_wa,Seattle,32,21.0
2025-02-17,tacobell,Taco Bell,11107.21,999,11.12,6353.55,0.572,34.68,13.92,atlanta_ga,Atlanta,31,20.76
2025-02-17,tacobell,Taco Bell,8743.5,786,11.12,5014.12,0.5735,33.99,13.3,charlotte_nc,Charlotte,24,20.69
2025-02-17,tacobell,Taco Bell,12976.41,1101,11.79,7420.03,0.5718,33.78,13.85,chicago_il,Chicago,33,19.93
2025-02-17,tacobell,Taco Bell,12568.08,1135,11.07,7189.74,0.5721,34.15,13.64,dallas_tx,Dallas-Fort Worth,34,20.51
2025-02-17,tacobell,Taco Bell,13571.26,1141,11.89,7784.59,0.5736,34.08,13.69,denver_co,Denver,33,20.4
2025-02-17,tacobell,Taco Bell,16014.1,1229,13.03,9169.65,0.5726,34.92,13.78,los_angeles_ca,Los Angeles,33,21.14
2025-02-17,tacobell,Taco Bell,12574.87,1045,12.03,7198.69,0.5725,35.03,13.97,miami_fl,Miami,31,21.06
2025-02-17,tacobell,Taco Bell,11911.33,1057,11.27,6820.67,0.5726,34.13,13.96,minneapolis_mn,Minneapolis,32,20.16
2025-02-17,tacobell,Taco Bell,9681.85,893,10.84,5538.89,0.5721,34.6,14.13,nashville_tn,Nashville,28,20.47
2025-02-17,tacobell,Taco Bell,17732.79,1322,13.41,10143.4,0.572,34.49,13.74,new_york_ny,New York City,33,20.74
2025-02-17,tacobell,Taco Bell,10138.99,919,11.03,5797.69,0.5718,34.43,13.67,phoenix_az,Phoenix,28,20.75
2025-02-17,tacobell,Taco Bell,15053.95,1158,13.0,8621.84,0.5727,34.06,13.81,seattle_wa,Seattle,32,20.25
2025-02-24,tacobell,Taco Bell,11898.45,1191,9.99,6800.96,0.5716,34.79,13.81,atlanta_ga,Atlanta,31,20.99
2025-02-24,tacobell,Taco Bell,9270.12,926,10.01,5295.26,0.5712,33.69,13.84,charlotte_nc,Charlotte,24,19.85
2025-02-24,tacobell,Taco Bell,13763.52,1318,10.44,7860.6,0.5711,34.57,13.73,chicago_il,Chicago,33,20.84
2025-02-24,tacobell,Taco Bell,13844.61,1402,9.87,7903.27,0.5709,33.62,13.13,dallas_tx,Dallas-Fort Worth,34,20.48
2025-02-24,tacobell,Taco Bell,14626.53,1370,10.68,8362.93,0.5718,33.59,13.38,denver_co,Denver,33,20.2
2025-02-24,tacobell,Taco Bell,17692.93,1513,11.69,10103.93,0.5711,33.97,13.65,los_angeles_ca,Los Angeles,33,20.31
2025-02-24,tacobell,Taco Bell,13594.97,1290,10.54,7773.81,0.5718,34.36,13.39,miami_fl,Miami,31,20.97
2025-02-24,tacobell,Taco Bell,12893.13,1267,10.18,7359.02,0.5708,33.92,13.63,minneapolis_mn,Minneapolis,32,20.29
2025-02-24,tacobell,Taco Bell,10363.77,1070,9.69,5917.91,0.571,34.27,13.69,nashville_tn,Nashville,28,20.58
2025-02-24,tacobell,Taco Bell,19296.84,1610,11.99,11007.83,0.5704,33.54,13.62,new_york_ny,New York City,33,19.92
2025-02-24,tacobell,Taco Bell,10785.45,1091,9.89,6162.67,0.5714,34.0,13.6,phoenix_az,Phoenix,28,20.4
2025-02-24,tacobell,Taco Bell,16293.25,1418,11.49,9283.4,0.5698,33.77,13.45,seattle_wa,Seattle,32,20.32
2025-03-03,tacobell,Taco Bell,10922.08,975,11.2,6271.71,0.5742,34.07,13.68,atlanta_ga,Atlanta,31,20.4
2025-03-03,tacobell,Taco Bell,8258.12,725,11.39,4731.75,0.573,34.42,13.84,charlotte_nc,Charlotte,24,20.58
2025-03-03,tacobell,Taco Bell,12477.8,1045,11.94,7136.84,0.572,34.44,13.64,chicago_il,Chicago,33,20.8
2025-03-03,tacobell,Taco Bell,12146.44,1084,11.21,6982.21,0.5748,33.81,13.23,dallas_tx,Dallas-Fort Worth,34,20.58
2025-03-03,tacobell,Taco Bell,12946.93,1082,11.97,7427.89,0.5737,34.36,13.98,denver_co,Denver,33,20.38
2025-03-03,tacobell,Taco Bell,15256.3,1150,13.27,8759.36,0.5741,34.87,13.95,los_angeles_ca,Los Angeles,33,20.93
2025-03-03,tacobell,Taco Bell,12032.8,1023,11.76,6907.0,0.574,35.03,14.26,miami_fl,Miami,31,20.77
2025-03-03,tacobell,Taco Bell,11580.52,1027,11.28,6633.1,0.5728,34.18,13.76,minneapolis_mn,Minneapolis,32,20.42
2025-03-03,tacobell,Taco Bell,9155.86,825,11.1,5255.63,0.574,34.63,13.84,nashville_tn,Nashville,28,20.79
2025-03-03,tacobell,Taco Bell,16996.97,1250,13.6,9733.03,0.5726,34.22,13.7,new_york_ny,New York City,33,20.52
2025-03-03,tacobell,Taco Bell,9674.44,888,10.89,5563.49,0.5751,34.0,13.4,phoenix_az,Phoenix,28,20.59
2025-03-03,tacobell,Taco Bell,14408.3,1105,13.04,8256.9,0.5731,33.5,13.81,seattle_wa,Seattle,32,19.69
2025-03-10,tacobell,Taco Bell,10680.93,975,10.95,6125.8,0.5735,33.97,13.69,atlanta_ga,Atlanta,31,20.28
2025-03-10,tacobell,Taco Bell,8275.43,739,11.2,4736.53,0.5724,34.39,13.95,charlotte_nc,Charlotte,24,20.44
2025-03-10,tacobell,Taco Bell,12468.64,1046,11.92,7148.91,0.5734,34.82,13.97,chicago_il,Chicago,33,20.85
2025-03-10,tacobell,Taco Bell,12109.24,1095,11.06,6959.47,0.5747,34.46,13.44,dallas_tx,Dallas-Fort Worth,34,21.02
2025-03-10,tacobell,Taco Bell,13109.55,1093,11.99,7502.96,0.5723,34.56,13.96,denver_co,Denver,33,20.6
2025-03-10,tacobell,Taco Bell,15609.89,1187,13.15,8939.55,0.5727,33.89,13.99,los_angeles_ca,Los Angeles,33,19.9
2025-03-10,tacobell,Taco Bell,12198.96,1005,12.14,7002.21,0.574,34.29,14.09,miami_fl,Miami,31,20.19
2025-03-10,tacobell,Taco Bell,11520.56,996,11.57,6584.04,0.5715,34.76,14.01,minneapolis_mn,Minneapolis,32,20.75
2025-03-10,tacobell,Taco Bell,9287.36,863,10.76,5327.83,0.5737,34.04,13.69,nashville_tn,Nashville,28,20.35
2025-03-10,tacobell,Taco Bell,16939.57,1240,13.66,9710.62,0.5733,34.31,13.94,new_york_ny,New York City,33,20.37
2025-03-10,tacobell,Taco Bell,9547.02,861,11.09,5488.42,0.5749,34.53,13.77,phoenix_az,Phoenix,28,20.76
2025-03-10,tacobell,Taco Bell,14535.46,1124,12.93,8318.78,0.5723,34.63,13.82,seattle_wa,Seattle,32,20.82
2025-03-17,tacobell,Taco Bell,10640.3,964,11.04,6106.88,0.5739,34.59,13.77,atlanta_ga,Atlanta,31,20.82
2025-03-17,tacobell,Taco Bell,8230.87,729,11.29,4705.51,0.5717,34.5,14.2,charlotte_nc,Charlotte,24,20.3
2025-03-17,tacobell,Taco Bell,12396.83,1052,11.78,7103.93,0.573,33.98,13.76,chicago_il,Chicago,33,20.22
2025-03-17,tacobell,Taco Bell,12203.22,1093,11.16,6987.5,0.5726,34.7,13.79,dallas_tx,Dallas-Fort Worth,34,20.91
2025-03-17,tacobell,Taco Bell,13103.97,1080,12.13,7499.0,0.5723,34.22,13.75,denver_co,Denver,33,20.47
2025-03-17,tacobell,Taco Bell,15435.77,1180,13.08,8848.43,0.5732,34.4,13.9,los_angeles_ca,Los Angeles,33,20.5
2025-03-17,tacobell,Taco Bell,12145.38,1026,11.84,6963.45,0.5733,34.48,13.56,miami_fl,Miami,31,20.92
2025-03-17,tacobell,Taco Bell,11693.6,1008,11.6,6700.43,0.573,34.2,13.7,minneapolis_mn,Minneapolis,32,20.5
2025-03-17,tacobell,Taco Bell,9220.1,831,11.1,5276.96,0.5723,34.52,13.59,nashville_tn,Nashville,28,20.93
2025-03-17,tacobell,Taco Bell,16739.12,1246,13.43,9605.32,0.5738,35.16,14.02,new_york_ny,New York City,33,21.14
2025-03-17,tacobell,Taco Bell,9604.79,859,11.18,5516.45,0.5743,33.99,13.46,phoenix_az,Phoenix,28,20.53
2025-03-17,tacobell,Taco Bell,14116.82,1088,12.98,8094.58,0.5734,34.24,13.99,seattle_wa,Seattle,32,20.24
2025-03-24,tacobell,Taco Bell,11795.37,1175,10.04,6730.8,0.5706,33.71,13.55,atlanta_ga,Atlanta,31,20.16
2025-03-24,tacobell,Taco Bell,9024.67,909,9.93,5151.49,0.5708,34.17,13.84,charlotte_nc,Charlotte,24,20.33
2025-03-24,tacobell,Taco Bell,13610.31,1276,10.67,7773.6,0.5712,34.07,13.26,chicago_il,Chicago,33,20.81
2025-03-24,tacobell,Taco Bell,13188.04,1342,9.83,7548.78,0.5724,33.99,13.17,dallas_tx,Dallas-Fort Worth,34,20.82
2025-03-24,tacobell,Taco Bell,14001.07,1312,10.67,7998.5,0.5713,33.99,13.74,denver_co,Denver,33,20.25
2025-03-24,tacobell,Taco Bell,16813.28,1426,11.79,9611.63,0.5717,34.0,13.95,los_angeles_ca,Los Angeles,33,20.05
2025-03-24,tacobell,Taco Bell,13138.62,1241,10.59,7523.04,0.5726,33.85,13.64,miami_fl,Miami,31,20.21
2025-03-24,tacobell,Taco Bell,12392.34,1216,10.19,7078.95,0.5712,33.83,13.73,minneapolis_mn,Minneapolis,32,20.1
2025-03-24,tacobell,Taco Bell,9892.15,999,9.9,5648.07,0.571,34.22,13.86,nashville_tn,Nashville,28,20.35
2025-03-24,tacobell,Taco Bell,18464.02,1525,12.11,10547.69,0.5713,33.35,13.92,new_york_ny,New York City,33,19.43
2025-03-24,tacobell,Taco Bell,10463.93,1032,10.14,5980.57,0.5715,34.1,13.18,phoenix_az,Phoenix,28,20.92
2025-03-24,tacobell,Taco Bell,15508.19,1356,11.44,8875.45,0.5723,34.0,13.71,seattle_wa,Seattle,32,20.29
2025-03-31,tacobell,Taco Bell,10661.4,964,11.06,6112.46,0.5733,34.12,14.12,atlanta_ga,Atlanta,31,19.99
2025-03-31,tacobell,Taco Bell,8331.09,745,11.18,4776.99,0.5734,34.73,13.85,charlotte_nc,Charlotte,24,20.88
2025-03-31,tacobell,Taco Bell,12440.29,1069,11.64,7150.68,0.5748,34.69,13.73,chicago_il,Chicago,33,20.96
2025-03-31,tacobell,Taco Bell,12029.15,1074,11.2,6903.73,0.5739,33.8,13.62,dallas_tx,Dallas-Fort Worth,34,20.19
2025-03-31,tacobell,Taco Bell,12999.08,1076,12.08,7458.26,0.5738,34.78,13.38,denver_co,Denver,33,21.4
2025-03-31,tacobell,Taco Bell,15212.94,1159,13.13,8730.48,0.5739,34.26,13.86,los_angeles_ca,Los Angeles,33,20.41
2025-03-31,tacobell,Taco Bell,12004.07,1000,12.0,6883.5,0.5734,34.86,14.44,miami_fl,Miami,31,20.42
2025-03-31,tacobell,Taco Bell,11567.3,1012,11.43,6618.8,0.5722,34.49,14.24,minneapolis_mn,Minneapolis,32,20.25
2025-03-31,tacobell,Taco Bell,9283.04,847,10.96,5331.2,0.5743,34.39,13.79,nashville_tn,Nashville,28,20.6
2025-03-31,tacobell,Taco Bell,16580.63,1224,13.55,9519.39,0.5741,34.18,13.74,new_york_ny,New York City,33,20.44
2025-03-31,tacobell,Taco Bell,9714.04,867,11.2,5576.34,0.574,34.4,13.76,phoenix_az,Phoenix,28,20.64
2025-03-31,tacobell,Taco Bell,14319.41,1109,12.91,8213.1,0.5736,34.42,13.61,seattle_wa,Seattle,32,20.81
2025-04-07,tacobell,Taco Bell,10614.29,963,11.02,6082.15,0.573,34.46,14.01,atlanta_ga,Atlanta,31,20.45
2025-04-07,tacobell,Taco Bell,8105.24,717,11.3,4639.77,0.5724,34.41,14.09,charlotte_nc,Charlotte,24,20.31
2025-04-07,tacobell,Taco Bell,12435.26,1049,11.85,7126.9,0.5731,34.43,13.85,chicago_il,Chicago,33,20.59
2025-04-07,tacobell,Taco Bell,12085.96,1084,11.15,6932.48,0.5736,34.7,14.17,dallas_tx,Dallas-Fort Worth,34,20.53
2025-04-07,tacobell,Taco Bell,12726.87,1063,11.97,7296.16,0.5733,34.92,13.88,denver_co,Denver,33,21.04
2025-04-07,tacobell,Taco Bell,15142.01,1170,12.94,8694.14,0.5742,34.82,13.85,los_angeles_ca,Los Angeles,33,20.97
2025-04-07,tacobell,Taco Bell,12145.53,1006,12.07,6963.98,0.5734,34.56,13.7,miami_fl,Miami,31,20.86
2025-04-07,tacobell,Taco Bell,11555.77,999,11.57,6617.04,0.5726,34.48,13.94,minneapolis_mn,Minneapolis,32,20.54
2025-04-07,tacobell,Taco Bell,9193.96,843,10.91,5283.0,0.5746,34.09,13.84,nashville_tn,Nashville,28,20.25
2025-04-07,tacobell,Taco Bell,16714.3,1222,13.68,9583.4,0.5734,34.74,13.9,new_york_ny,New York City,33,20.84
2025-04-07,tacobell,Taco Bell,9377.46,834,11.24,5384.12,0.5742,34.41,14.01,phoenix_az,Phoenix,28,20.4
2025-04-07,tacobell,Taco Bell,14294.21,1090,13.11,8178.21,0.5721,34.35,13.78,seattle_wa,Seattle,32,20.57
2025-04-14,tacobell,Taco Bell,10615.57,955,11.12,6088.66,0.5736,34.22,13.76,atlanta_ga,Atlanta,31,20.46
2025-04-14,tacobell,Taco Bell,8250.95,735,11.23,4726.09,0.5728,34.59,13.64,charlotte_nc,Charlotte,24,20.95
2025-04-14,tacobell,Taco Bell,12434.95,1044,11.91,7135.83,0.5739,34.63,13.85,chicago_il,Chicago,33,20.78
2025-04-14,tacobell,Taco Bell,12194.74,1090,11.19,6990.44,0.5732,34.84,14.23,dallas_tx,Dallas-Fort Worth,34,20.6
2025-04-14,tacobell,Taco Bell,13158.19,1082,12.16,7535.7,0.5727,33.96,13.47,denver_co,Denver,33,20.49
2025-04-14,tacobell,Taco Bell,15359.17,1191,12.9,8824.41,0.5745,34.13,13.76,los_angeles_ca,Los Angeles,33,20.37
2025-04-14,tacobell,Taco Bell,11912.77,1002,11.89,6848.82,0.5749,34.97,13.88,miami_fl,Miami,31,21.09
2025-04-14,tacobell,Taco Bell,11564.43,1033,11.19,6640.46,0.5742,33.93,13.34,minneapolis_mn,Minneapolis,32,20.59
2025-04-14,tacobell,Taco Bell,9151.67,832,11.0,5257.27,0.5745,34.19,13.35,nashville_tn,Nashville,28,20.84
2025-04-14,tacobell,Taco Bell,16665.99,1225,13.6,9551.46,0.5731,35.1,13.96,new_york_ny,New York City,33,21.15
2025-04-14,tacobell,Taco Bell,9727.24,881,11.04,5579.44,0.5736,34.3,13.93,phoenix_az,Phoenix,28,20.37
2025-04-14,tacobell,Taco Bell,14393.67,1089,13.22,8254.77,0.5735,33.71,13.14,seattle_wa,Seattle,32,20.57
2025-04-21,tacobell,Taco Bell,11489.11,1160,9.9,6569.5,0.5718,34.42,13.88,atlanta_ga,Atlanta,31,20.55
2025-04-21,tacobell,Taco Bell,8907.15,898,9.92,5093.86,0.5719,34.32,13.93,charlotte_nc,Charlotte,24,20.4
2025-04-21,tacobell,Taco Bell,13500.39,1289,10.47,7717.11,0.5716,33.76,13.46,chicago_il,Chicago,33,20.3
2025-04-21,tacobell,Taco Bell,13111.01,1307,10.03,7495.0,0.5717,34.37,13.74,dallas_tx,Dallas-Fort Worth,34,20.62
2025-04-21,tacobell,Taco Bell,13767.04,1319,10.44,7875.96,0.5721,34.04,13.66,denver_co,Denver,33,20.38
2025-04-21,tacobell,Taco Bell,16826.18,1440,11.68,9639.04,0.5729,34.17,13.7,los_angeles_ca,Los Angeles,33,20.47
2025-04-21,tacobell,Taco Bell,12906.94,1229,10.5,7400.48,0.5734,34.2,13.55,miami_fl,Miami,31,20.65
2025-04-21,tacobell,Taco Bell,12398.22,1245,9.96,7083.69,0.5713,33.93,13.5,minneapolis_mn,Minneapolis,32,20.44
2025-04-21,tacobell,Taco Bell,9953.75,1006,9.89,5685.27,0.5712,34.24,13.88,nashville_tn,Nashville,28,20.36
2025-04-21,tacobell,Taco Bell,18600.11,1529,12.16,10671.81,0.5737,33.9,13.43,new_york_ny,New York City,33,20.47
2025-04-21,tacobell,Taco Bell,10333.4,1036,9.97,5903.52,0.5713,34.07,13.55,phoenix_az,Phoenix,28,20.52
2025-04-21,tacobell,Taco Bell,15429.48,1328,11.62,8830.19,0.5723,33.86,13.53,seattle_wa,Seattle,32,20.33
2025-04-28,tacobell,Taco Bell,10629.96,946,11.24,6101.46,0.574,34.04,13.44,atlanta_ga,Atlanta,31,20.6
2025-04-28,tacobell,Taco Bell,8173.76,718,11.38,4687.88,0.5735,34.66,13.77,charlotte_nc,Charlotte,24,20.88
2025-04-28,tacobell,Taco Bell,12504.84,1048,11.93,7168.58,0.5733,34.55,13.73,chicago_il,Chicago,33,20.82
2025-04-28,tacobell,Taco Bell,11989.42,1063,11.28,6873.29,0.5733,34.41,13.9,dallas_tx,Dallas-Fort Worth,34,20.51
2025-04-28,tacobell,Taco Bell,12835.59,1042,12.32,7362.1,0.5736,34.8,13.61,denver_co,Denver,33,21.19
2025-04-28,tacobell,Taco Bell,15267.56,1154,13.23,8752.97,0.5733,34.01,13.69,los_angeles_ca,Los Angeles,33,20.33
2025-04-28,tacobell,Taco Bell,12103.02,999,12.12,6935.61,0.573,34.53,13.61,miami_fl,Miami,31,20.92
2025-04-28,tacobell,Taco Bell,11403.16,983,11.6,6523.78,0.5721,35.25,13.97,minneapolis_mn,Minneapolis,32,21.28
2025-04-28,tacobell,Taco Bell,9215.16,840,10.97,5287.08,0.5737,34.52,13.65,nashville_tn,Nashville,28,20.87
2025-04-28,tacobell,Taco Bell,16783.95,1215,13.81,9623.21,0.5734,34.46,13.91,new_york_ny,New York City,33,20.54
2025-04-28,tacobell,Taco Bell,9522.71,859,11.09,5450.15,0.5723,34.57,14.26,phoenix_az,Phoenix,28,20.31
2025-04-28,tacobell,Taco Bell,14512.86,1111,13.06,8324.42,0.5736,33.83,13.6,seattle_wa,Seattle,32,20.23
